source_database,source_table,source_column,target_table,target_column,mapping_type,difficulty,notes
PLM,bom_line,child_part_master_id,bom_item,part_definition_id,Joined Copy,medium,
PLM,bom_line,item_no,bom_item,bom_item_no,Joined Copy,medium,
PLM,part_master,part_no,bom_item,part_no,Joined Copy,medium,
PLM,bom_line,qty_per_txt,bom_item,quantity,Rename + Cast,medium,
PLM,bom_line,uom,bom_item,unit,Lookup Normalize,medium,
PLM,bom_line,install_pos_code,bom_item,position_code,Direct Copy,hard,
PLM,bom_header,eff_date_txt,bom_item,effective_date,Rename + Cast,medium,
PLM,route_card,actuator_model_id,process_route,component_type_id,Joined Copy,medium,
PLM,route_card,part_master_id,process_route,part_definition_id,Joined Copy,medium,
PLM,route_card,design_revision_id,process_route,design_version_id,Joined Copy,medium,
PLM,route_card,route_no,process_route,route_code,Direct Copy,simple,
PLM,route_card,route_name,process_route,route_name,Direct Copy,simple,
PLM,route_card,route_class_cd,process_route,route_type,Lookup Normalize,hard,
PLM,route_card,proc_doc_rev,process_route,doc_version,Direct Copy,simple,
PLM,route_card,release_state_cd,process_route,release_status,Lookup Normalize,medium,
PLM,operation_card,route_card_id,operation_definition,process_route_id,Joined Copy,medium,
PLM,operation_card,op_no,operation_definition,operation_no,Direct Copy,simple,
PLM,operation_card,workid,operation_definition,work_no,Direct Copy,simple,
PLM,operation_card,op_name,operation_definition,work_name,Direct Copy,medium,
PLM,operation_card,seq_no_txt,operation_definition,work_num,Rename + Cast,medium,
PLM,operation_card,std_hours_txt,operation_definition,standard_time,Rename + Cast,hard,
PLM,operation_card,resource_type,operation_definition,required_equipment_type,Lookup Normalize,hard,
PLM,technical_parameter,operation_card_id,parameter_standard,operation_definition_id,Joined Copy,medium,
PLM,technical_parameter,para_code,parameter_standard,parameter_code,Direct Copy,simple,
PLM,technical_parameter,para_short_name,parameter_standard,parameter_name,Direct Copy,hard,
PLM,technical_parameter,unit_txt,parameter_standard,parameter_unit,Lookup Normalize,medium,
PLM,technical_parameter,nominal_txt,parameter_standard,standard_value,Rename + Cast,hard,
PLM,technical_parameter,lsl_txt,parameter_standard,lower_limit,Rename + Cast,hard,
PLM,technical_parameter,usl_txt,parameter_standard,upper_limit,Rename + Cast,hard,
PLM,technical_parameter,ctrl_grade_cd,parameter_standard,control_level,Lookup Normalize,hard,
PLM,inspection_standard,operation_card_id,inspection_spec,operation_definition_id,Joined Copy,medium,
PLM,inspection_standard,actuator_model_id,inspection_spec,component_type_id,Joined Copy,medium,
PLM,inspection_standard,part_master_id,inspection_spec,part_definition_id,Joined Copy,medium,
PLM,inspection_standard,insp_spec_no,inspection_spec,spec_code,Direct Copy,medium,
PLM,inspection_standard,spec_title,inspection_spec,spec_name,Direct Copy,hard,
PLM,inspection_standard,insp_kind_cd,inspection_spec,inspection_type,Lookup Normalize,hard,
PLM,inspection_standard,check_item_code,inspection_spec,item_code,Direct Copy,simple,
PLM,inspection_standard,check_item_name,inspection_spec,item_name,Direct Copy,hard,
PLM,inspection_standard,accept_rule,inspection_spec,acceptance_criteria,Direct Copy,hard,
ERP,item_master,item_no,material,material_code,Direct Copy,simple,
ERP,item_master,item_desc,material,material_name,Direct Copy,simple,
ERP,item_master,item_grp_cd,material,material_type,Lookup Normalize,hard,
ERP,item_master,mat_grade,material,trademark,Direct Copy,hard,
ERP,item_master,spec_model,material,material_spec,Direct Copy,medium,
ERP,item_master,uom_cd,material,unit,Lookup Normalize,simple,
ERP,item_master,buy_made_flag,material,purchased_flag,Rename + Cast,hard,
ERP,vendor_master,vendor_code,supplier,supplier_code,Direct Copy,simple,
ERP,vendor_master,vendor_name,supplier,supplier_name,Direct Copy,simple,
ERP,vendor_master,vendor_kind_cd,supplier,supplier_type,Lookup Normalize,medium,
ERP,vendor_master,q_level_cd,supplier,qualification_level,Lookup Normalize,hard,
ERP,vendor_master,contact_name,supplier,contact_person,Direct Copy,simple,
ERP,vendor_master,tel_no,supplier,phone,Direct Copy,simple,
ERP,vendor_master,addr_txt,supplier,address,Direct Copy,medium,
ERP,vendor_master,valid_flag,supplier,enabled,Rename + Cast,medium,
ERP,purchase_order,vendor_id,purchase_order,supplier_id,Joined Copy,simple,
ERP,purchase_order,po_no,purchase_order,order_no,Direct Copy,simple,
ERP,purchase_order,task_no,purchase_order,task_code,Direct Copy,simple,
ERP,purchase_order,order_dt_txt,purchase_order,order_date,Rename + Cast,simple,
ERP,purchase_order,plan_arrive_yyyymmdd,purchase_order,delivery_date,Rename + Cast,medium,
ERP,purchase_order,po_stat_cd,purchase_order,order_status,Lookup Normalize,medium,
ERP,purchase_order,pri_lvl,purchase_order,priority_level,Rename + Cast,hard,
ERP,purchase_order,urgent_tab,purchase_order,urgent_flag,Rename + Cast,simple,
ERP,purchase_line,po_id,purchase_order_line,purchase_order_id,Joined Copy,simple,
ERP,purchase_line,item_id,purchase_order_line,material_id,Joined Copy,simple,
ERP,purchase_line,line_seq,purchase_order_line,line_no,Rename + Cast,simple,
ERP,purchase_line,req_qty_txt,purchase_order_line,amount,Rename + Cast,hard,
ERP,purchase_line,order_uom,purchase_order_line,unit,Lookup Normalize,simple,
ERP,purchase_line,need_dt_char,purchase_order_line,required_date,Rename + Cast,simple,
ERP,purchase_line,dlv_dt_txt,purchase_order_line,delivery_date,Rename + Cast,medium,
ERP,purchase_line,line_stat_cd,purchase_order_line,line_status,Lookup Normalize,hard,
ERP,vendor_batch,po_line_id,supplier_batch,purchase_order_line_id,Joined Copy,medium,
ERP,vendor_batch,vendor_id,supplier_batch,supplier_id,Joined Copy,medium,
ERP,vendor_batch,item_id,supplier_batch,material_id,Joined Copy,medium,
ERP,vendor_batch,ven_lot_no,supplier_batch,supplier_batch_no,Direct Copy,hard,
ERP,vendor_batch,cert_doc_no,supplier_batch,certificate_no,Direct Copy,medium,
ERP,vendor_batch,mfg_dt_txt,supplier_batch,manufacture_date,Rename + Cast,hard,
ERP,vendor_batch,exp_dt_txt,supplier_batch,expire_date,Rename + Cast,medium,
ERP,vendor_batch,batch_stat_cd,supplier_batch,batch_status,Lookup Normalize,hard,
ERP,inventory_lot,vendor_batch_id,inventory_batch,supplier_batch_id,Joined Copy,medium,
ERP,inventory_lot,item_id,inventory_batch,material_id,Joined Copy,medium,
ERP,inventory_lot,stock_lot_no,inventory_batch,inventory_batch_no,Direct Copy,hard,
ERP,inventory_lot,wh_code,inventory_batch,warehouse_code,Direct Copy,simple,
ERP,inventory_lot,bin_code,inventory_batch,location_code,Direct Copy,hard,
ERP,inventory_lot,onhand_qty_chr,inventory_batch,amount,Rename + Cast,hard,
ERP,inventory_lot,qty_uom,inventory_batch,unit,Lookup Normalize,simple,
ERP,inventory_lot,inv_status_cd,inventory_batch,batch_status,Lookup Normalize,hard,
ERP,receipt_bill,inv_lot_id,receiving_record,inventory_batch_id,Joined Copy,medium,
ERP,receipt_bill,po_line_id,receiving_record,purchase_order_line_id,Joined Copy,medium,
ERP,receipt_bill,recv_no,receiving_record,receiving_no,Direct Copy,simple,
ERP,receipt_bill,recv_time_txt,receiving_record,receiving_date,Rename + Cast,hard,
ERP,receipt_bill,recv_qty_txt,receiving_record,received_amount,Rename + Cast,hard,
ERP,receipt_bill,wh_keeper,receiving_record,receiver_name,Direct Copy,hard,
ERP,receipt_bill,iqc_flag,receiving_record,inspection_required,Rename + Cast,medium,
ERP,receipt_bill,recv_stat_cd,receiving_record,receiving_status,Lookup Normalize,hard,
ERP,issue_bill,inv_lot_id,issue_record,inventory_batch_id,Joined Copy,medium,
ERP,issue_bill,mo_no,issue_record,work_order_id,Joined Copy,hard,
ERP,issue_bill,issue_no,issue_record,issue_no,Direct Copy,simple,
ERP,issue_bill,issue_time_txt,issue_record,issue_date,Rename + Cast,hard,
ERP,issue_bill,issue_qty_txt,issue_record,issued_amount,Rename + Cast,hard,
ERP,issue_bill,picker_name,issue_record,issue_person_name,Direct Copy,medium,
ERP,issue_bill,use_for,issue_record,issue_purpose,Direct Copy,hard,
ERP,issue_bill,issue_stat_cd,issue_record,issue_status,Lookup Normalize,hard,
MES,sys_task,workid,work_order,order_no,Direct Copy,simple,
MES,sys_task,taskcode,work_order,task_code,Direct Copy,medium,
MES,sys_task,worktype,work_order,work_order_type,Lookup Normalize,medium,
MES,sys_task,workname,work_order,order_name,Direct Copy,simple,
MES,sys_task,planqty,work_order,amount,Rename + Cast,simple,
MES,sys_task,yxj,work_order,priority_level,Rename + Cast,simple,
MES,sys_task,urgent_tab,work_order,urgent_flag,Rename + Cast,simple,
MES,sys_task,plandate,work_order,plan_start_time,Rename + Cast,medium,
MES,sys_task,delivery_date_char,work_order,plan_finish_time,Rename + Cast,medium,
MES,sys_task,reportman,work_order,report_person_name,Direct Copy,medium,
MES,sys_task,reportdate,work_order,report_time,Rename + Cast,medium,
MES,sys_task,rwstate,work_order,order_status,Lookup Normalize,medium,
MES,sys_task,partno,work_order,part_definition_id,Joined Copy,hard,
MES,sys_task,zzh,work_order,component_instance_id,Joined Copy,hard,
MES,sys_task,route_no,work_order,process_route_id,Joined Copy,medium,
MES,sys_task,zzh,component_instance,component_serial_no,Direct Copy,hard,
MES,sys_task,partno,component_instance,component_type_id,Joined Copy,hard,
MES,sys_task,workid,component_instance,assembly_order_no,Direct Copy,medium,
MES,sys_task,delivery_date_char,component_instance,delivery_date,Rename + Cast,medium,
MES,sys_task,rwstate,component_instance,component_status,Lookup Normalize,hard,
MES,batch_card,batchno,component_instance,component_batch_no,Joined Copy,medium,
MES,batch_card,quality_code,component_instance,quality_code,Joined Copy,medium,
MES,batch_card,task_id,production_batch,work_order_id,Joined Copy,hard,
MES,batch_card,partno,production_batch,part_definition_id,Joined Copy,hard,
MES,batch_card,batchno,production_batch,production_batch_no,Direct Copy,simple,
MES,batch_card,batch_qty,production_batch,batch_amount,Rename + Cast,simple,
MES,batch_card,starttime_txt,production_batch,start_time,Rename + Cast,medium,
MES,batch_card,fintime_txt,production_batch,finish_time,Rename + Cast,medium,
MES,batch_card,zhuangtai,production_batch,batch_status,Lookup Normalize,medium,
MES,batch_card,quality_code,production_batch,quality_code,Direct Copy,simple,
MES,part_track,partno,part_instance,part_definition_id,Joined Copy,hard,
MES,part_track,batch_id,part_instance,production_batch_id,Joined Copy,hard,
MES,part_track,part_sn,part_instance,part_serial_no,Direct Copy,simple,
MES,part_track,lotno,part_instance,part_lot_no,Direct Copy,simple,
MES,part_track,jianhao,part_instance,piece_no,Direct Copy,hard,
MES,part_track,qcode,part_instance,quality_code,Direct Copy,medium,
MES,part_track,source_code,part_instance,source_type,Lookup Normalize,medium,
MES,part_track,part_state,part_instance,part_status,Lookup Normalize,medium,
MES,assembly_record,component_sn,component_part_installation,component_instance_id,Joined Copy,hard,
MES,assembly_record,part_id,component_part_installation,part_instance_id,Joined Copy,hard,
MES,assembly_record,bom_item_code,component_part_installation,bom_item_id,Joined Copy,hard,
MES,assembly_record,task_id,component_part_installation,work_order_id,Joined Copy,medium,
MES,assembly_record,position_code,component_part_installation,installed_position_id,Joined Copy,hard,
MES,assembly_record,install_dt_txt,component_part_installation,install_time,Rename + Cast,medium,
MES,assembly_record,valid_begin_txt,component_part_installation,valid_from,Rename + Cast,medium,
MES,assembly_record,valid_end_txt,component_part_installation,valid_to,Rename + Cast,medium,
MES,assembly_record,uninstall_dt_txt,component_part_installation,uninstall_time,Rename + Cast,medium,
MES,assembly_record,remove_reason_code,component_part_installation,uninstall_reason,Lookup Normalize,hard,
MES,assembly_record,personname,component_part_installation,install_person_name,Direct Copy,medium,
MES,assembly_record,install_state,component_part_installation,install_status,Lookup Normalize,medium,
MES,sys_station,stationid,workstation,station_no,Direct Copy,simple,
MES,sys_station,stationname,workstation,station_name,Direct Copy,simple,
MES,sys_station,workshop,workstation,workshop,Direct Copy,simple,
MES,sys_station,percount,workstation,person_count,Rename + Cast,simple,
MES,sys_station,equcount,workstation,equipment_count,Rename + Cast,simple,
MES,sys_station,zhuangtai,workstation,station_status,Lookup Normalize,medium,
MES,equipment_asset,station_id,equipment,workstation_id,Joined Copy,hard,
MES,equipment_asset,equipmentid,equipment,equipment_no,Direct Copy,simple,
MES,equipment_asset,equipmentname,equipment,equipment_name,Direct Copy,simple,
MES,equipment_asset,equipmentnum,equipment,equipment_num,Rename + Cast,simple,
MES,equipment_asset,eqtype_code,equipment,equipment_type,Lookup Normalize,medium,
MES,equipment_asset,zhuangtai,equipment,status_code,Lookup Normalize,simple,
MES,equipment_asset,bgcolor,equipment,color_flag,Direct Copy,hard,
MES,person_info,personnum,personnel,person_no,Direct Copy,simple,
MES,person_info,personname,personnel,person_name,Direct Copy,simple,
MES,person_info,workshop,personnel,workshop,Direct Copy,simple,
MES,person_info,phone,personnel,phone,Direct Copy,simple,
MES,person_info,jndj,personnel,skill_level,Lookup Normalize,simple,
MES,person_info,gz,personnel,work_type,Lookup Normalize,simple,
MES,person_info,deptid,personnel,dept_code,Direct Copy,hard,
MES,person_info,deptname,personnel,dept_name,Direct Copy,simple,
MES,tooling_asset,toolingid,tooling,tooling_no,Direct Copy,simple,
MES,tooling_asset,toolingname,tooling,tooling_name,Direct Copy,simple,
MES,tooling_asset,gzzl,tooling,tooling_type,Lookup Normalize,hard,
MES,tooling_asset,jzrq_txt,tooling,calibration_due_date,Rename + Cast,medium,
MES,tooling_asset,zhuangtai,tooling,tooling_status,Lookup Normalize,medium,
MES,work_log,task_id,operation_execution,work_order_id,Joined Copy,hard,
MES,work_log,workid,operation_execution,operation_definition_id,Joined Copy,hard,
MES,work_log,zzh,operation_execution,component_instance_id,Joined Copy,hard,
MES,work_log,part_id,operation_execution,part_instance_id,Joined Copy,hard,
MES,work_log,station_id,operation_execution,workstation_id,Joined Copy,hard,
MES,work_log,equipment_asset_id,operation_execution,equipment_id,Joined Copy,hard,
MES,work_log,op_no,operation_execution,op_no,Direct Copy,simple,
MES,work_log,workid,operation_execution,work_no,Direct Copy,simple,
MES,work_log,workname,operation_execution,work_name,Direct Copy,simple,
MES,work_log,startdate_txt,operation_execution,start_time,Rename + Cast,medium,
MES,work_log,enddate_txt,operation_execution,finish_time,Rename + Cast,medium,
MES,work_log,status_code,operation_execution,execution_status,Lookup Normalize,medium,
MES,step_log,worklog_id,step_execution,operation_execution_id,Joined Copy,hard,
MES,step_log,stepsid,step_execution,step_no,Direct Copy,simple,
MES,step_log,stepsname,step_execution,step_name,Direct Copy,simple,
MES,step_log,stepnum,step_execution,step_sequence,Rename + Cast,simple,
MES,step_log,start_time_text,step_execution,start_time,Rename + Cast,medium,
MES,step_log,finish_time_text,step_execution,finish_time,Rename + Cast,medium,
MES,step_log,zhuangtai,step_execution,step_status,Lookup Normalize,medium,
MES,step_log,opername,step_execution,operator_name,Direct Copy,medium,
MES,resource_usage,worklog_id,resource_usage,operation_execution_id,Joined Copy,hard,
MES,resource_usage,steplog_id,resource_usage,step_execution_id,Joined Copy,hard,
MES,resource_usage,equipment_asset_id,resource_usage,equipment_id,Joined Copy,hard,
MES,resource_usage,person_id,resource_usage,personnel_id,Joined Copy,hard,
MES,resource_usage,station_id,resource_usage,workstation_id,Joined Copy,medium,
MES,resource_usage,tooling_asset_id,resource_usage,tooling_id,Joined Copy,hard,
MES,resource_usage,use_start_txt,resource_usage,usage_start_time,Rename + Cast,medium,
MES,resource_usage,use_end_txt,resource_usage,usage_finish_time,Rename + Cast,medium,
MES,resource_usage,mastery_txt,resource_usage,mastery,Rename + Cast,hard,
MES,resource_usage,use_state,resource_usage,usage_status,Lookup Normalize,medium,
MES,process_param,worklog_id,process_parameter_record,operation_execution_id,Joined Copy,hard,
MES,process_param,steplog_id,process_parameter_record,step_execution_id,Joined Copy,hard,
MES,process_param,param_std_code,process_parameter_record,parameter_standard_id,Joined Copy,hard,
MES,process_param,equipment_asset_id,process_parameter_record,equipment_id,Joined Copy,hard,
MES,process_param,paramid,process_parameter_record,parameter_code,Direct Copy,simple,
MES,process_param,paramname,process_parameter_record,parameter_name,Direct Copy,simple,
MES,process_param,lqyl,process_parameter_record,measured_value,Rename + Cast,hard,
MES,process_param,bzval,process_parameter_record,standard_value,Rename + Cast,hard,
MES,process_param,llower,process_parameter_record,lower_limit,Rename + Cast,medium,
MES,process_param,uupper,process_parameter_record,upper_limit,Rename + Cast,medium,
MES,process_param,unitname,process_parameter_record,parameter_unit,Direct Copy,simple,
MES,process_param,collect_dt,process_parameter_record,collect_time,Rename + Cast,medium,
MES,process_param,pdjg,process_parameter_record,judge_result,Lookup Normalize,medium,
QMS,quality_event_doc,quality_event_no,quality_event,event_no,Direct Copy,simple,
QMS,quality_event_doc,event_source_code,quality_event,event_source,Lookup Normalize,medium,
QMS,quality_event_doc,event_type_code,quality_event,event_type,Lookup Normalize,simple,
QMS,quality_event_doc,event_title,quality_event,event_title,Direct Copy,simple,
QMS,quality_event_doc,event_desc,quality_event,event_desc,Direct Copy,medium,
QMS,quality_event_doc,event_time_text,quality_event,event_time,Rename + Cast,simple,
QMS,quality_event_doc,severity_code,quality_event,severity_level,Lookup Normalize,medium,
QMS,quality_event_doc,event_status_code,quality_event,event_status,Lookup Normalize,simple,
QMS,quality_event_doc,trigger_source_no,quality_event,trigger_source_no,Direct Copy,medium,
QMS,quality_event_doc,quality_event_doc_id,quality_event_subject,quality_event_id,Joined Copy,medium,
QMS,quality_event_doc,component_serial_no,quality_event_subject,component_instance_id,Joined Copy,hard,
QMS,quality_event_doc,part_serial_no,quality_event_subject,part_instance_id,Joined Copy,hard,
QMS,quality_event_doc,work_order_no,quality_event_subject,work_order_id,Joined Copy,medium,
QMS,quality_event_doc,trigger_source_no,quality_event_subject,process_parameter_record_id,Joined Copy,hard,
QMS,quality_event_doc,subject_type_code,quality_event_subject,subject_type,Lookup Normalize,medium,
QMS,quality_event_doc,subject_role_code,quality_event_subject,subject_role,Lookup Normalize,medium,
QMS,quality_event_doc,impact_desc,quality_event_subject,impact_desc,Direct Copy,medium,
QMS,inspection_doc,inspection_no,inspection_record,inspection_no,Direct Copy,simple,
QMS,inspection_doc,spec_code,inspection_record,inspection_spec_id,Joined Copy,medium,
QMS,inspection_doc,inspection_type_code,inspection_record,inspection_type,Lookup Normalize,simple,
QMS,inspection_doc,find_date_text,inspection_record,find_date,Rename + Cast,simple,
QMS,inspection_doc,find_type_code,inspection_record,find_type,Lookup Normalize,medium,
QMS,inspection_doc,result_code,inspection_record,inspection_result,Lookup Normalize,simple,
QMS,inspection_doc,component_serial_no,inspection_record,component_instance_id,Joined Copy,medium,
QMS,inspection_doc,part_serial_no,inspection_record,part_instance_id,Joined Copy,hard,
QMS,inspection_doc,work_order_no,inspection_record,work_order_id,Joined Copy,medium,
QMS,inspection_doc,op_no,inspection_record,operation_execution_id,Joined Copy,hard,
QMS,inspection_doc,inventory_batch_no,inspection_record,inventory_batch_id,Joined Copy,hard,
QMS,inspection_doc,inspector_no,inspection_record,inspector_id,Joined Copy,medium,
QMS,inspection_item,inspection_doc_id,inspection_item_result,inspection_record_id,Joined Copy,medium,
QMS,inspection_item,spec_code,inspection_item_result,inspection_spec_id,Joined Copy,medium,
QMS,inspection_item,item_code,inspection_item_result,item_code,Direct Copy,simple,
QMS,inspection_item,item_name,inspection_item_result,item_name,Direct Copy,simple,
QMS,inspection_item,measured_text,inspection_item_result,measured_value,Direct Copy,hard,
QMS,inspection_item,standard_text,inspection_item_result,standard_value,Direct Copy,hard,
QMS,inspection_item,lower_limit_text,inspection_item_result,lower_limit,Direct Copy,medium,
QMS,inspection_item,upper_limit_text,inspection_item_result,upper_limit,Direct Copy,medium,
QMS,inspection_item,uom,inspection_item_result,unit,Lookup Normalize,simple,
QMS,inspection_item,judge_code,inspection_item_result,judge_result,Lookup Normalize,simple,
QMS,defect_log,inspection_doc_id,defect_record,inspection_record_id,Joined Copy,medium,
QMS,defect_log,component_serial_no,defect_record,component_instance_id,Joined Copy,medium,
QMS,defect_log,part_serial_no,defect_record,part_instance_id,Joined Copy,hard,
QMS,defect_log,op_no,defect_record,operation_execution_id,Joined Copy,hard,
QMS,defect_log,defect_code,defect_record,defect_code,Direct Copy,simple,
QMS,defect_log,defect_name,defect_record,defect_name,Direct Copy,simple,
QMS,defect_log,defect_position_text,defect_record,defect_position,Direct Copy,hard,
QMS,defect_log,severity_code,defect_record,severity_level,Lookup Normalize,medium,
QMS,defect_log,failure_desc,defect_record,failure_desc,Direct Copy,hard,
QMS,defect_log,find_dept_code,defect_record,find_dept_code,Direct Copy,simple,
QMS,defect_log,find_dept_name,defect_record,find_dept_name,Direct Copy,simple,
QMS,defect_log,defect_log_id,quality_event_subject,defect_record_id,Joined Copy,hard,
QMS,iqs_failure,quality_event_doc_id,iqs_failure,quality_event_id,Joined Copy,medium,
QMS,iqs_failure,inspection_doc_id,iqs_failure,inspection_record_id,Joined Copy,medium,
QMS,iqs_failure,defect_log_id,iqs_failure,defect_record_id,Joined Copy,hard,
QMS,iqs_failure,component_serial_no,iqs_failure,component_instance_id,Joined Copy,hard,
QMS,iqs_failure,part_serial_no,iqs_failure,part_instance_id,Joined Copy,hard,
QMS,iqs_failure,work_order_no,iqs_failure,work_order_id,Joined Copy,medium,
QMS,iqs_failure,op_no,iqs_failure,operation_execution_id,Joined Copy,hard,
QMS,iqs_failure,supplier_code,iqs_failure,supplier_id,Joined Copy,medium,
QMS,iqs_failure,maintenance_event_no,iqs_failure,maintenance_event_id,Joined Copy,hard,
QMS,iqs_failure,doc_source,iqs_failure,doc_source,Lookup Normalize,simple,
QMS,iqs_failure,failure_type,iqs_failure,failure_type,Lookup Normalize,hard,
QMS,iqs_failure,quality_code,iqs_failure,quality_code,Direct Copy,simple,
QMS,iqs_failure,iqs_failure_order,iqs_failure,iqs_failure_order,Direct Copy,simple,
QMS,iqs_failure,task_code,iqs_failure,task_code,Direct Copy,simple,
QMS,iqs_failure,product_code,iqs_failure,product_code,Direct Copy,simple,
QMS,iqs_failure,product_name,iqs_failure,product_name,Direct Copy,simple,
QMS,iqs_failure,piece_no,iqs_failure,piece_no,Direct Copy,simple,
QMS,iqs_failure,op_no,iqs_failure,op_no,Direct Copy,simple,
QMS,iqs_failure,find_dept_code,iqs_failure,find_dept_code,Direct Copy,simple,
QMS,iqs_failure,find_dept_name,iqs_failure,find_dept_name,Direct Copy,simple,
QMS,iqs_failure,doc_status_code,iqs_failure,doc_status,Lookup Normalize,medium,
QMS,iqs_failure,secret_level_code,iqs_failure,secret_level,Lookup Normalize,medium,
QMS,iqs_failure,starttime_text,iqs_failure,start_time,Rename + Cast,medium,
QMS,iqs_failure,finishtime_text,iqs_failure,finish_time,Rename + Cast,medium,
QMS,iqs_failure_content,iqs_failure_id,iqs_failure_content,iqs_failure_id,Joined Copy,medium,
QMS,iqs_failure_content,start_piece_no_text,iqs_failure_content,start_piece_no,Rename + Cast,medium,
QMS,iqs_failure_content,end_piece_no_text,iqs_failure_content,end_piece_no,Rename + Cast,medium,
QMS,iqs_failure_content,failure_desc,iqs_failure_content,failure_desc,Direct Copy,medium,
QMS,iqs_failure_content,failure_place_brief,iqs_failure_content,failure_place_brief,Direct Copy,hard,
QMS,iqs_failure_content,find_type_code,iqs_failure_content,find_type,Lookup Normalize,medium,
QMS,iqs_failure_content,find_date_text,iqs_failure_content,find_date,Rename + Cast,simple,
QMS,iqs_failure_content,finder_type_code,iqs_failure_content,finder_type,Lookup Normalize,medium,
QMS,iqs_failure_content,find_user_code,iqs_failure_content,find_user_code,Direct Copy,simple,
QMS,iqs_failure_content,find_user_name,iqs_failure_content,find_user_name,Direct Copy,simple,
QMS,iqs_failure_content,duty_worksec_code,iqs_failure_content,duty_worksec_code,Direct Copy,hard,
QMS,iqs_failure_content,duty_worksec_name,iqs_failure_content,duty_worksec_name,Direct Copy,hard,
QMS,iqs_failure_content,duty_dept_code,iqs_failure_content,duty_dept_code,Direct Copy,simple,
QMS,iqs_failure_content,duty_dept_name,iqs_failure_content,duty_dept_name,Direct Copy,simple,
QMS,iqs_failure_content,actual_method,iqs_failure_content,actual_method,Direct Copy,hard,
QMS,iqs_failure_content,doc_no,iqs_failure_content,doc_no,Direct Copy,simple,
QMS,iqs_failure_duty,iqs_failure_id,iqs_failure_duty,iqs_failure_id,Joined Copy,medium,
QMS,iqs_failure_duty,iqs_failure_content_id,iqs_failure_duty,iqs_failure_content_id,Joined Copy,medium,
