time,ch1,ch2,,
0.0000041,0,-0.0024,,
0.0000042,0,0.0032,,
0.0000042,0,0.0024,,
0.0000043,0,0,,
0.0000043,0,-0.0032,,
0.0000044,0,0,,
0.0000044,0,0,,
0.0000045,0,0.004,,
0.0000045,0,-0.0032,,
0.0000046,0,0,,
0.0000046,0,-0.0024,,
0.0000047,0,0.0016,,
0.0000047,0,-0.0016,,
0.0000048,0,0.0032,,
0.0000048,0,-0.0016,,
0.0000049,0,0,,
0.0000049,0.04,0,,
0.000005,0,0.0032,,
0.000005,0,0,,
0.0000051,0,0.0024,,
0.0000051,0,-0.0016,,
0.0000052,0,0,,
0.0000052,0,0.0024,,
0.0000053,0,0,,
0.0000053,0,0,,
0.0000054,0,-0.0024,,
0.0000054,0,-0.0024,,
0.0000055,0,0,,
0.0000055,0,0,,
0.0000056,0,0,,
0.0000056,0,-0.0032,,
0.0000057,0,0,,
0.0000057,0,-0.0016,,
0.0000058,0,0.0016,,
0.0000058,0,-0.0016,,
0.0000059,0,0,,
0.0000059,0,0,,
0.000006,0,0,,
0.000006,0,0,,
0.0000061,0,0,,
0.0000061,0,0.0016,,
0.0000062,0,-0.004,,
0.0000062,0,0.0016,,
0.0000063,0,-0.0024,,
0.0000063,0,0,,
0.0000064,0.04,0.0016,,
0.0000064,0,0,,
0.0000065,0,-0.0024,,
0.0000065,0,0.0016,,
0.0000066,0,-0.0024,,
0.0000066,0,-0.0016,,
0.0000067,0,0,,
0.0000067,0,-0.0016,,
0.0000068,0,0,,
0.0000068,0,0,,
0.0000069,0,0,,
0.0000069,0,-0.0024,,
0.000007,0,0,,
0.000007,0.04,0,,
0.0000071,0,0,,
0.0000071,0,0,,
0.0000072,0,0,,
0.0000072,0,0.0016,,
0.0000073,0,-0.0016,,
0.0000073,0,0,,
0.0000074,0,0,,
0.0000074,0,0,,
0.0000075,0,0,,
0.0000075,0,-0.0016,,
0.0000076,0,0,,
0.0000076,0,0,,
0.0000077,0,0,,
0.0000077,0,-0.0016,,
0.0000078,0,0,,
0.0000078,0,-0.0016,,
0.0000079,0,0,,
0.0000079,0,-0.0032,,
0.000008,0,0.0032,,
0.000008,0,-0.0024,,
0.0000081,0,0,,
0.0000081,0,0,,
0.0000082,0,0.0016,,
0.0000082,0,-0.0016,,
0.0000083,0,0.0016,,
0.0000083,0,-0.0024,,
0.0000084,0,0,,
0.0000084,0,0,,
0.0000085,0,0.0016,,
0.0000085,0,-0.0024,,
0.0000086,0,0,,
0.0000086,0,-0.0016,,
0.0000087,0,-0.0024,,
0.0000087,0,0,,
0.0000088,0,0,,
0.0000088,0,0,,
0.0000089,0,-0.0024,,
0.0000089,0,0,,
0.000009,0,0,,
0.000009,0,0,,
0.0000091,0,0,,
0.0000091,0,0,,
0.0000092,0,0,,
0.0000092,0,0,,
0.0000093,0,0.004,,
0.0000093,0.04,-0.0024,,
0.0000094,0,0.0024,,
0.0000094,0,0,,
0.0000095,0,0,,
0.0000095,0,0,,
0.0000096,0,0,,
0.0000096,0,-0.0024,,
0.0000097,0,0,,
0.0000097,0,0,,
0.0000098,0,-0.0016,,
0.0000098,0,0,,
0.0000099,0,0,,
0.0000099,0,-0.0016,,
0.00001,0,0,,
0.00001,0,-0.0016,,
0.0000101,0,0.0016,,
0.0000101,0,0,,
0.0000102,0,0,,
0.0000102,0,-0.0016,,
0.0000103,0,0,,
0.0000103,0,-0.0016,,
0.0000104,0,0,,
0.0000104,0,-0.0016,,
0.0000105,0,0,,
0.0000105,0,0,,
0.0000106,0,0,,
0.0000106,0,0,,
0.0000107,0,0,,
0.0000107,0.04,0,,
0.0000108,0,-0.0016,,
0.0000108,0,0,,
0.0000109,0,0,,
0.0000109,0.04,0.0016,,
0.000011,0,-0.0024,,
0.000011,0,0,,
0.0000111,0,-0.0024,,
0.0000111,0,0,,
0.0000112,0,0,,
0.0000112,0,0.0016,,
0.0000113,0,-0.0032,,
0.0000113,0,0.0032,,
0.0000114,0,-0.0024,,
0.0000114,0.04,0,,
0.0000115,0,-0.0016,,
0.0000115,0,0,,
0.0000116,0,0,,
0.0000116,0,0.0016,,
0.0000117,0,0.0016,,
0.0000117,0,0,,
0.0000118,0,-0.0016,,
0.0000118,0,0,,
0.0000119,0,0,,
0.0000119,0,0,,
0.000012,0.04,-0.0016,,
0.000012,0,-0.0016,,
0.0000121,0,-0.0016,,
0.0000121,0,0,,
0.0000122,0,0,,
0.0000122,0,0,,
0.0000123,0,0,,
0.0000123,0,0,,
0.0000124,0,-0.0016,,
0.0000124,0,0,,
0.0000125,0,0.0016,,
0.0000125,0,0,,
0.0000126,0.04,0,,
0.0000126,0,-0.0024,,
0.0000127,0,-0.0016,,
0.0000127,0,0.0016,,
0.0000128,0,0,,
0.0000128,0,-0.0032,,
0.0000129,0,0,,
0.0000129,0,0,,
0.000013,0,0.0016,,
0.000013,0,0,,
0.0000131,0,0,,
0.0000131,0,0,,
0.0000132,0,-0.0032,,
0.0000132,0,0.0016,,
0.0000133,0,-0.0016,,
0.0000133,0,0.0032,,
0.0000134,0,-0.0032,,
0.0000134,0,0.0016,,
0.0000135,0,-0.004,,
0.0000135,0,0.0032,,
0.0000136,0,-0.0016,,
0.0000136,0,0.0016,,
0.0000137,0,-0.0048,,
0.0000137,0,0.0032,,
0.0000138,0.04,-0.0024,,
0.0000138,0,0,,
0.0000139,0,-0.0016,,
0.0000139,0,0,,
0.000014,0,-0.0024,,
0.000014,0,0,,
0.0000141,0,0,,
0.0000141,0,0,,
0.0000142,0,-0.0056,,
0.0000142,0,0.0024,,
0.0000143,0,-0.0032,,
0.0000143,0,0,,
0.0000144,0,0,,
0.0000144,0,0,,
0.0000145,0,0,,
0.0000145,0,0.0016,,
0.0000146,0.04,-0.0024,,
0.0000146,0.04,-0.0016,,
0.0000147,0,0,,
0.0000147,0,-0.0024,,
0.0000148,0,0.0016,,
0.0000148,0,0,,
0.0000149,0,0.0016,,
0.0000149,0.04,0,,
0.000015,0,-0.0016,,
0.000015,0,0,,
0.0000151,0,0,,
0.0000151,0,-0.0016,,
0.0000152,0,0.0016,,
0.0000152,0,-0.0016,,
0.0000153,0,0,,
0.0000153,0,0,,
0.0000154,0,-0.0016,,
0.0000154,0,-0.0016,,
0.0000155,0,0.004,,
0.0000155,0,-0.0064,,
0.0000156,0,0.0048,,
0.0000156,0,-0.0024,,
0.0000157,0,0,,
0.0000157,0,0,,
0.0000158,0,0,,
0.0000158,0,-0.0048,,
0.0000159,0,0.0048,,
0.0000159,0,-0.0072,,
0.000016,0,0.004,,
0.000016,0.04,-0.0016,,
0.0000161,0,-0.0016,,
0.0000161,0,-0.0016,,
0.0000162,0,0.0016,,
0.0000162,0,-0.0048,,
0.0000163,0,0.0016,,
0.0000163,0,-0.0032,,
0.0000164,0,0,,
0.0000164,0,0,,
0.0000165,0,0,,
0.0000165,0,-0.0032,,
0.0000166,0,0.0024,,
0.0000166,0,-0.0016,,
0.0000167,0,0,,
0.0000167,0,0,,
0.0000168,0,0,,
0.0000168,0,0,,
0.0000169,0,0.0016,,
0.0000169,0,-0.0016,,
0.000017,0,0,,
0.000017,0,0,,
0.0000171,0,0,,
0.0000171,0,0,,
0.0000172,0,0,,
0.0000172,0,0,,
0.0000173,0,0,,
0.0000173,0,0,,
0.0000174,0,0,,
0.0000174,0,0,,
0.0000175,0,0,,
0.0000175,0,-0.0016,,
0.0000176,0,0,,
0.0000176,0,-0.0024,,
0.0000177,0,0,,
0.0000177,0,0,,
0.0000178,0,-0.0016,,
0.0000178,0,0,,
0.0000179,0,0.0016,,
0.0000179,0,0,,
0.000018,0,0,,
0.000018,0,0,,
0.0000181,0,-0.0016,,
0.0000181,0,0.0016,,
0.0000182,0,0,,
0.0000182,0.04,0,,
0.0000183,0,0,,
0.0000183,0,-0.0024,,
0.0000184,0,0,,
0.0000184,0,0,,
0.0000185,0.04,-0.0032,,
0.0000185,0,0.0016,,
0.0000186,0,-0.0016,,
0.0000186,0,0,,
0.0000187,0,-0.0016,,
0.0000187,0.04,0.0016,,
0.0000188,0,-0.0032,,
0.0000188,0,0,,
0.0000189,0,0,,
0.0000189,0,0,,
0.000019,0,0,,
0.000019,0,0,,
0.0000191,0,0,,
0.0000191,0,0,,
0.0000192,0,0,,
0.0000192,0,0,,
0.0000193,0,0,,
0.0000193,0,0,,
0.0000194,0,0,,
0.0000194,0,0.0016,,
0.0000195,0,0,,
0.0000195,0,0,,
0.0000196,0,0.0016,,
0.0000196,0,0,,
0.0000197,0,0,,
0.0000197,0,0,,
0.0000198,0,-0.0016,,
0.0000198,0,0,,
0.0000199,0,0,,
0.0000199,0,0,,
0.00002,0,-0.0016,,
0.00002,0.04,0.0016,,
0.0000201,0.04,-0.0016,,
0.0000201,0,0,,
0.0000202,0,0,,
0.0000202,0,0,,
0.0000203,0,-0.0016,,
0.0000203,0,0.0032,,
0.0000204,0,-0.0032,,
0.0000204,0,0,,
0.0000205,0,0,,
0.0000205,0,0,,
0.0000206,0,0,,
0.0000206,0,0.0024,,
0.0000207,0,-0.0024,,
0.0000207,0,0,,
0.0000208,0,0,,
0.0000208,0,-0.0016,,
0.0000209,0,0,,
0.0000209,0,0,,
0.000021,0,0,,
0.000021,0,0,,
0.0000211,0,-0.0016,,
0.0000211,0,0,,
0.0000212,0,-0.0016,,
0.0000212,0,-0.0024,,
0.0000213,0,0,,
0.0000213,0,0.0016,,
0.0000214,0,-0.008,,
0.0000214,0,-0.004,,
0.0000215,0,-0.0024,,
0.0000215,0,0.004,,
0.0000216,0,0,,
0.0000216,0,0,,
0.0000217,0,-0.0032,,
0.0000217,0,0.0016,,
0.0000218,0,0,,
0.0000218,0,0.0064,,
0.0000219,0,0.004,,
0.0000219,0,0.0032,,
0.000022,0,0.004,,
0.000022,0,0.0048,,
0.0000221,0,0.004,,
0.0000221,0,0.0048,,
0.0000222,0,0.004,,
0.0000222,0,0.0032,,
0.0000223,0,0.0032,,
0.0000223,0.04,0.0016,,
0.0000224,0,-0.0016,,
0.0000224,0,0,,
0.0000225,0,-0.0024,,
0.0000225,0,-0.0056,,
0.0000226,0,-0.0048,,
0.0000226,0,-0.0024,,
0.0000227,0,-0.0056,,
0.0000227,0,-0.0056,,
0.0000228,0,-0.0056,,
0.0000228,0,-0.0056,,
0.0000229,0,-0.0024,,
0.0000229,0,0,,
0.000023,0,-0.0032,,
0.000023,0,0,,
0.0000231,0,0,,
0.0000231,0,0.0032,,
0.0000232,0,0.0016,,
0.0000232,0,0.0048,,
0.0000233,0,0.004,,
0.0000233,0,0.0048,,
0.0000234,0,0.0032,,
0.0000234,0,0.0048,,
0.0000235,0,0.0032,,
0.0000235,0,0.0016,,
0.0000236,0,0,,
0.0000236,0,0,,
0.0000237,0,-0.0016,,
0.0000237,0,-0.0024,,
0.0000238,0,-0.0024,,
0.0000238,0,-0.0024,,
0.0000239,0,-0.0032,,
0.0000239,0,-0.0064,,
0.000024,0,0,,
0.000024,0,-0.0016,,
0.0000241,0,-0.004,,
0.0000241,0,0,,
0.0000242,0.04,0,,
0.0000242,0,0.0048,,
0.0000243,0,0.0032,,
0.0000243,0,0,,
0.0000244,0,0.0032,,
0.0000244,0,0,,
0.0000245,0,0.004,,
0.0000245,0,0.0032,,
0.0000246,0,0.004,,
0.0000246,0,0,,
0.0000247,0,0,,
0.0000247,0,-0.0032,,
0.0000248,0,0.0024,,
0.0000248,0,0,,
0.0000249,0,0,,
0.0000249,0,-0.0024,,
0.000025,0,0,,
0.000025,0,-0.0056,,
0.0000251,0,0,,
0.0000251,0,0,,
0.0000252,0,0,,
0.0000252,0,0.0056,,
0.0000253,0,-0.0048,,
0.0000253,0.04,-0.0016,,
0.0000254,0,0.0024,,
0.0000254,0,0.0032,,
0.0000255,0,0.0016,,
0.0000255,0,0.0048,,
0.0000256,0,0,,
0.0000256,0,0.0016,,
0.0000257,0,0,,
0.0000257,0,0.0016,,
0.0000258,0,0,,
0.0000258,0,0,,
0.0000259,0,-0.0016,,
0.0000259,0,-0.0032,,
0.000026,0,-0.0016,,
0.000026,0,0,,
0.0000261,0,0,,
0.0000261,0,-0.0048,,
0.0000262,0,-0.0024,,
0.0000262,0,-0.0016,,
0.0000263,0,-0.0024,,
0.0000263,0,0,,
0.0000264,0,0.0032,,
0.0000264,0,0,,
0.0000265,0,-0.0016,,
0.0000265,0,0,,
0.0000266,0,0,,
0.0000266,0,0.004,,
0.0000267,0,0.0032,,
0.0000267,0,0,,
0.0000268,0,-0.0016,,
0.0000268,0,0,,
0.0000269,0,0,,
0.0000269,0,0,,
0.000027,0,-0.0016,,
0.000027,0,-0.0024,,
0.0000271,0,0,,
0.0000271,0,-0.0032,,
0.0000272,0,0,,
0.0000272,0,-0.0016,,
0.0000273,0,-0.0016,,
0.0000273,0,-0.0016,,
0.0000274,0,0,,
0.0000274,0,-0.0016,,
0.0000275,0,0.0016,,
0.0000275,0,0,,
0.0000276,0,0,,
0.0000276,0,0.0032,,
0.0000277,0,0,,
0.0000277,0,0.0032,,
0.0000278,0,0,,
0.0000278,0,0,,
0.0000279,0,0,,
0.0000279,0,0,,
0.000028,0,0,,
0.000028,0,0,,
0.0000281,0,-0.0024,,
0.0000281,0.04,-0.0024,,
0.0000282,0,0,,
0.0000282,0,-0.0024,,
0.0000283,0,-0.0016,,
0.0000283,0,-0.0032,,
0.0000284,0,-0.0024,,
0.0000284,0,-0.0016,,
0.0000285,0,0,,
0.0000285,0,-0.0032,,
0.0000286,0,0,,
0.0000286,0,0,,
0.0000287,0,0,,
0.0000287,0,0.0024,,
0.0000288,0,0.0032,,
0.0000288,0,0.0016,,
0.0000289,0,0.0016,,
0.0000289,0,0.0016,,
0.000029,0,0,,
0.000029,0,0.0024,,
0.0000291,0,0.0024,,
0.0000291,0.04,0,,
0.0000292,0,0,,
0.0000292,0,0,,
0.0000293,0,-0.0016,,
0.0000293,0,0.0024,,
0.0000294,0,-0.0024,,
0.0000294,0,-0.0016,,
0.0000295,0,0,,
0.0000295,0,0,,
0.0000296,0,-0.0016,,
0.0000296,0,0,,
0.0000297,0,-0.0024,,
0.0000297,0,0,,
0.0000298,0,0.0016,,
0.0000298,0,0,,
0.0000299,0,0.0016,,
0.0000299,0,0,,
0.00003,0,0,,
0.00003,0,0.0024,,
0.0000301,0,0,,
0.0000301,0,0.0016,,
0.0000302,0,-0.0024,,
0.0000302,0,0.0016,,
0.0000303,0,-0.0048,,
0.0000303,0,0,,
0.0000304,0,0,,
0.0000304,0,0,,
0.0000305,0,-0.0032,,
0.0000305,0,0,,
0.0000306,0,0,,
0.0000306,0,-0.0024,,
0.0000307,0,0,,
0.0000307,0,-0.0016,,
0.0000308,0,0,,
0.0000308,0,-0.0016,,
0.0000309,0,0.004,,
0.0000309,0,-0.0024,,
0.000031,0,0,,
0.000031,0,0,,
0.0000311,0,0,,
0.0000311,0,-0.0016,,
0.0000312,0,0.0024,,
0.0000312,0,0,,
0.0000313,0,-0.0016,,
0.0000313,0,0.0024,,
0.0000314,0,0,,
0.0000314,0,0,,
0.0000315,0,0.0024,,
0.0000315,0,-0.0032,,
0.0000316,0,-0.0016,,
0.0000316,0,0,,
0.0000317,0,0,,
0.0000317,0,0,,
0.0000318,0,0,,
0.0000318,0,-0.0024,,
0.0000319,0,0.0016,,
0.0000319,0,-0.0016,,
0.000032,0,0.0016,,
0.000032,0,-0.0016,,
0.0000321,0,0.0016,,
0.0000321,0,0,,
0.0000322,0,0.0032,,
0.0000322,0,-0.0016,,
0.0000323,0,0.0016,,
0.0000323,0,0,,
0.0000324,0,-0.0016,,
0.0000324,0,0,,
0.0000325,0,0,,
0.0000325,0,-0.0024,,
0.0000326,0,0,,
0.0000326,0,0.0032,,
0.0000327,0,-0.0056,,
0.0000327,0,0,,
0.0000328,0,0,,
0.0000328,0,0.0016,,
0.0000329,0,0,,
0.0000329,0,-0.0024,,
0.000033,0,-0.0032,,
0.000033,0,0.0032,,
0.0000331,0,0,,
0.0000331,0,0,,
0.0000332,0,-0.0024,,
0.0000332,0,0.0024,,
0.0000333,0,0,,
0.0000333,0,-0.0016,,
0.0000334,0,0,,
0.0000334,0,0.0016,,
0.0000335,0,-0.0016,,
0.0000335,0,-0.0016,,
0.0000336,0,0,,
0.0000336,0,0,,
0.0000337,0,-0.0016,,
0.0000337,0,0.0032,,
0.0000338,0,-0.004,,
0.0000338,0,0,,
0.0000339,0,0,,
0.0000339,0,0,,
0.000034,0,0,,
0.000034,0,0,,
0.0000341,0,0,,
0.0000341,0,0,,
0.0000342,0,0,,
0.0000342,0,0.0016,,
0.0000343,0,-0.0016,,
0.0000343,0,0,,
0.0000344,0,0,,
0.0000344,0,0,,
0.0000345,0,0.004,,
0.0000345,0,-0.0024,,
0.0000346,0,0.0016,,
0.0000346,0,0,,
0.0000347,0,-0.0024,,
0.0000347,0,0.0016,,
0.0000348,0,-0.0024,,
0.0000348,0,0,,
0.0000349,0.04,0,,
0.0000349,0,0,,
0.000035,0,-0.0032,,
0.000035,0,0.0024,,
0.0000351,0,-0.0032,,
0.0000351,0,0,,
0.0000352,0.04,0.0016,,
0.0000352,0,0,,
0.0000353,0,0,,
0.0000353,0,0.0016,,
0.0000354,0,-0.0016,,
0.0000354,0,0,,
0.0000355,0.04,0,,
0.0000355,0,-0.0016,,
0.0000356,0,0,,
0.0000356,0,0,,
0.0000357,0,0,,
0.0000357,0,-0.0016,,
0.0000358,0,0,,
0.0000358,0,-0.0024,,
0.0000359,0,0,,
0.0000359,0,0,,
0.000036,0,0,,
0.000036,0,0,,
0.0000361,0,0,,
0.0000361,0,-0.0016,,
0.0000362,0,0,,
0.0000362,0,0.0016,,
0.0000363,0,0,,
0.0000363,0,0,,
0.0000364,0,0,,
0.0000364,0,0,,
0.0000365,0,0.0016,,
0.0000365,0,0,,
0.0000366,0,0,,
0.0000366,0,0,,
0.0000367,0,0,,
0.0000367,0,0,,
0.0000368,0,0.0024,,
0.0000368,0,-0.0016,,
0.0000369,0,0,,
0.0000369,0,0,,
0.000037,0,0,,
0.000037,0.04,-0.0032,,
0.0000371,0,0.0032,,
0.0000371,0,-0.0016,,
0.0000372,0,0,,
0.0000372,0,0.0016,,
0.0000373,0,0,,
0.0000373,0,0,,
0.0000374,0,-0.0024,,
0.0000374,0,0,,
0.0000375,0,-0.0024,,
0.0000375,0,0.0016,,
0.0000376,0,0,,
0.0000376,0,0,,
0.0000377,0,-0.0024,,
0.0000377,0,0,,
0.0000378,0,0,,
0.0000378,0,-0.0016,,
0.0000379,0,0,,
0.0000379,0,-0.0016,,
0.000038,0,0,,
0.000038,0,-0.0024,,
0.0000381,0,0.004,,
0.0000381,0,-0.0032,,
0.0000382,0,0,,
0.0000382,0,0,,
0.0000383,0,-0.0024,,
0.0000383,0,0,,
0.0000384,0,0.0016,,
0.0000384,0,-0.0024,,
0.0000385,0,0,,
0.0000385,0.04,0,,
0.0000386,0,-0.0016,,
0.0000386,0,0.004,,
0.0000387,0,-0.0032,,
0.0000387,0,0.0016,,
0.0000388,0,0.0032,,
0.0000388,0,-0.0048,,
0.0000389,0,0.004,,
0.0000389,0,-0.0056,,
0.000039,0,0,,
0.000039,0,0.0048,,
0.0000391,0,-0.0048,,
0.0000391,0,0,,
0.0000392,0,-0.0024,,
0.0000392,0,0.0016,,
0.0000393,0,0,,
0.0000393,0,0,,
0.0000394,0,0.0032,,
0.0000394,0,-0.0024,,
0.0000395,0.04,0,,
0.0000395,0,0,,
0.0000396,0,-0.0016,,
0.0000396,0,0.0032,,
0.0000397,0,0,,
0.0000397,0,0,,
0.0000398,0,-0.0024,,
0.0000398,0,0,,
0.0000399,0,0.0024,,
0.0000399,0,-0.0024,,
0.00004,0,0,,
0.00004,0,-0.0016,,
0.0000401,0.04,-0.0016,,
0.0000401,0,0.0016,,
0.0000402,0.04,0,,
0.0000402,0,-0.0024,,
0.0000403,0,0,,
0.0000403,0,-0.0048,,
0.0000404,0,0,,
0.0000404,0,0,,
0.0000405,0,0.0032,,
0.0000405,0,-0.0056,,
0.0000406,0,0.0016,,
0.0000406,0,-0.0016,,
0.0000407,0,0.0032,,
0.00004075,0,-0.0024,,
0.0000408,0,0.0016,,
0.00004085,0,-0.0016,,
0.0000409,0,0.0016,,
0.00004095,0,0,,
0.000041,0,0,,
0.00004105,0,0,,
0.0000411,0,0,,
0.00004115,0,0,,
0.0000412,0,0,,
0.00004125,0,-0.0016,,
0.0000413,0,0.0032,,
0.00004135,0,-0.0024,,
0.0000414,0,0.0032,,
0.00004145,0,-0.0048,,
0.0000415,0,0,,
0.00004155,0,0,,
0.0000416,0,0,,
0.00004165,0,-0.0016,,
0.0000417,0,0,,
0.00004175,0,0,,
0.0000418,0,0.0032,,
0.00004185,0,0,,
0.0000419,0,0.0024,,
0.00004195,0,0,,
0.000042,0,-0.0016,,
0.00004205,0.04,0,,
0.0000421,0,0,,
0.00004215,0,0.0016,,
0.0000422,0,-0.0024,,
0.00004225,0,0.0024,,
0.0000423,0,-0.0032,,
0.00004235,0,0,,
0.0000424,0,0,,
0.00004245,0,0,,
0.0000425,0,-0.0032,,
0.00004255,0,0.0016,,
0.0000426,0,-0.0016,,
0.00004265,0,0,,
0.0000427,0,0,,
0.00004275,0,0,,
0.0000428,0,-0.0016,,
0.00004285,0,0.0016,,
0.0000429,0,0.0016,,
0.00004295,0,-0.0016,,
0.000043,0,-0.0024,,
0.00004305,0,0,,
0.0000431,0,-0.0024,,
0.00004315,0,-0.0024,,
0.0000432,0,0,,
0.00004325,0,0,,
0.0000433,0,-0.0016,,
0.00004335,0,0.0016,,
0.0000434,0,-0.0024,,
0.00004345,0,-0.0016,,
0.0000435,0,0,,
0.00004355,0,-0.0024,,
0.0000436,0,0,,
0.00004365,0,0.0016,,
0.0000437,0,0,,
0.00004375,0,0,,
0.0000438,0,-0.0016,,
0.00004385,0,0,,
0.0000439,0,0,,
0.00004395,0,-0.0016,,
0.000044,0,0,,
0.00004405,0,-0.0024,,
0.0000441,0,0.0016,,
0.00004415,0,-0.0016,,
0.0000442,0,0,,
0.00004425,0,0,,
0.0000443,0,0,,
0.00004435,0,0,,
0.0000444,0,0,,
0.00004445,0,0,,
0.0000445,0,0,,
0.00004455,0,0,,
0.0000446,0,-0.0024,,
0.00004465,0,0,,
0.0000447,0,-0.0024,,
0.00004475,0,0,,
0.0000448,0,0,,
0.00004485,0.04,0,,
0.0000449,0,0,,
0.00004495,0,0,,
0.000045,0,0,,
0.00004505,0,0,,
0.0000451,0,0,,
0.00004515,0,-0.0016,,
0.0000452,0,0,,
0.00004525,0,0,,
0.0000453,0,0,,
0.00004535,0,0,,
0.0000454,0,0,,
0.00004545,0,0,,
0.0000455,0,-0.0016,,
0.00004555,0,0,,
0.0000456,0,0,,
0.00004565,0,-0.0016,,
0.0000457,0,0,,
0.00004575,0,0,,
0.0000458,0,-0.0016,,
0.00004585,0,0.0016,,
0.0000459,0,0,,
0.00004595,0,-0.0016,,
0.000046,0,0.0032,,
0.00004605,0,0,,
0.0000461,0,0,,
0.00004615,0,0,,
0.0000462,0.04,0,,
0.00004625,0,0,,
0.0000463,0,0,,
0.00004635,0,0,,
0.0000464,0.04,0,,
0.00004645,0.04,0.0016,,
0.0000465,0,0,,
0.00004655,0.04,0.0016,,
0.0000466,0.04,0,,
0.00004665,0.04,0.0016,,
0.0000467,0.04,0,,
0.00004675,0.04,0,,
0.0000468,0.04,0,,
0.00004685,0.04,0,,
0.0000469,0.04,0.0024,,
0.00004695,0.04,0,,
0.000047,0.08,0,,
0.00004705,0.08,0.0016,,
0.0000471,0.08,0.0016,,
0.00004715,0.08,0,,
0.0000472,0.08,0,,
0.00004725,0.08,0.0016,,
0.0000473,0.08,0,,
0.00004735,0.08,0.0024,,
0.0000474,0.08,0.0016,,
0.00004745,0.12,0.0016,,
0.0000475,0.12,0.0024,,
0.00004755,0.08,0,,
0.0000476,0.12,0,,
0.00004765,0.12,0.0016,,
0.0000477,0.12,0.0024,,
0.00004775,0.12,0.0016,,
0.0000478,0.08,0.0016,,
0.00004785,0.12,0.0032,,
0.0000479,0.08,0.004,,
0.00004795,0.08,0,,
0.000048,0.08,0.004,,
0.00004805,0.08,0.0016,,
0.0000481,0.04,0.0016,,
0.00004815,0.04,0.0016,,
0.0000482,0.04,0.0016,,
0.00004825,0,0,,
0.0000483,0,0.0016,,
0.00004835,0,0,,
0.0000484,-0.04,0,,
0.00004845,-0.08,0,,
0.0000485,-0.08,-0.0016,,
0.00004855,-0.12,-0.0024,,
0.0000486,-0.12,-0.0024,,
0.00004865,-0.16,-0.004,,
0.0000487,-0.16,-0.0024,,
0.00004875,-0.2,-0.0048,,
0.0000488,-0.24,-0.0056,,
0.00004885,-0.28,-0.0048,,
0.0000489,-0.28,-0.0064,,
0.00004895,-0.32,-0.0064,,
0.000049,-0.4,-0.008,,
0.00004905,-0.4,-0.0064,,
0.0000491,-0.4,-0.0104,,
0.00004915,-0.44,-0.0088,,
0.0000492,-0.48,-0.012,,
0.00004925,-0.52,-0.0104,,
0.0000493,-0.52,-0.012,,
0.00004935,-0.56,-0.0128,,
0.0000494,-0.6,-0.0144,,
0.00004945,-0.6,-0.0128,,
0.0000495,-0.64,-0.0152,,
0.00004955,-0.64,-0.016,,
0.0000496,-0.68,-0.0152,,
0.00004965,-0.72,-0.0176,,
0.0000497,-0.72,-0.016,,
0.00004975,-0.72,-0.0184,,
0.0000498,-0.72,-0.0168,,
0.00004985,-0.72,-0.0144,,
0.0000499,-0.72,-0.0152,,
0.00004995,-0.72,-0.0144,,
0.00005,-0.68,-0.0176,,
