case_id,component_code,component_name,subtype_id,subtype_name,fault_part,probability,is_precise_part
HCASE-00003,C003,作动筒,C003-S4,端盖密封渗漏,端盖O形圈,0.173744,True
HCASE-00003,C004,溢流阀,C004-S1,先导阀芯卡滞,-,0.258972,False
HCASE-00003,C004,溢流阀,C004-S2,主阀芯弹簧疲劳,-,0.27656,False
HCASE-00003,C004,溢流阀,C004-S3,阀口冲蚀泄漏,-,0.224652,False
HCASE-00003,C004,溢流阀,C004-S4,阻尼孔堵塞,-,0.239817,False
HCASE-00003,C005,蓄能器,C005-S1,气囊破裂,-,0.311838,False
HCASE-00003,C005,蓄能器,C005-S2,预充压力不足,-,0.339834,False
HCASE-00003,C005,蓄能器,C005-S3,菌形阀密封失效,-,0.348328,False
HCASE-00003,C006,冷却器,C006-S1,换热效率下降,-,0.323074,False
HCASE-00003,C006,冷却器,C006-S2,管束堵塞,-,0.330436,False
HCASE-00003,C006,冷却器,C006-S3,冷却介质泄漏,-,0.34649,False
HCASE-00003,C007,过滤器,C007-S1,滤芯堵塞,-,0.307356,False
HCASE-00003,C007,过滤器,C007-S2,旁通阀异常开启,-,0.324061,False
HCASE-00003,C007,过滤器,C007-S3,滤芯破损,-,0.368583,False
HCASE-00003,C008,液压油箱,C008-S1,油位过低,-,0.312673,False
HCASE-00003,C008,液压油箱,C008-S2,空气滤清器堵塞,-,0.32095,False
HCASE-00003,C008,液压油箱,C008-S3,回油泡沫化,-,0.366377,False
HCASE-00003,C009,单向阀,C009-S1,阀芯卡死,-,0.375843,False
HCASE-00003,C009,单向阀,C009-S2,反向泄漏,-,0.292352,False
HCASE-00003,C009,单向阀,C009-S3,弹簧断裂失效,-,0.331805,False
HCASE-00003,C010,节流阀,C010-S1,节流口堵塞,-,0.340927,False
HCASE-00003,C010,节流阀,C010-S2,阀芯卡滞,-,0.322732,False
HCASE-00003,C010,节流阀,C010-S3,节流口冲蚀,-,0.33634,False
HCASE-00003,C011,管路总成,C011-S1,管接头渗漏,-,0.193382,False
HCASE-00003,C011,管路总成,C011-S2,管路裂纹泄漏,-,0.475366,False
HCASE-00003,C011,管路总成,C011-S3,软管老化破裂,-,0.155631,False
HCASE-00003,C011,管路总成,C011-S4,管路堵塞,-,0.175622,False
HCASE-00003,C012,卸荷阀,C012-S1,卸荷压力漂移,-,0.325965,False
HCASE-00003,C012,卸荷阀,C012-S2,阀芯卡滞常开,-,0.346871,False
HCASE-00003,C012,卸荷阀,C012-S3,导阀密封失效,-,0.327164,False
HCASE-00004,C001,液压泵总成,C001-S1,柱塞副磨损,柱塞-缸体配合副,0.267169,True
HCASE-00004,C001,液压泵总成,C001-S2,配流盘气蚀,配流盘,0.240874,True
HCASE-00004,C001,液压泵总成,C001-S3,轴承疲劳剥落,主轴滚动轴承,0.246673,True
HCASE-00004,C001,液压泵总成,C001-S4,轴封泄漏,主轴密封件,0.245284,True
HCASE-00004,C002,方向控制阀,C002-S1,阀芯卡滞,阀芯-阀体配合面,0.48409,True
HCASE-00004,C002,方向控制阀,C002-S2,电磁铁烧毁,电磁线圈,0.163755,True
HCASE-00004,C002,方向控制阀,C002-S3,复位弹簧断裂,复位弹簧,0.179802,True
HCASE-00004,C002,方向控制阀,C002-S4,阀体冲蚀,阀体内部流道,0.172353,True
HCASE-00004,C003,作动筒,C003-S1,活塞密封圈老化,活塞密封圈,0.244372,True
HCASE-00004,C003,作动筒,C003-S2,活塞杆拉伤,活塞杆表面,0.253336,True
HCASE-00004,C003,作动筒,C003-S3,缸筒内壁刮伤,缸筒内壁,0.266088,True
HCASE-00004,C003,作动筒,C003-S4,端盖密封渗漏,端盖O形圈,0.236204,True
HCASE-00004,C004,溢流阀,C004-S1,先导阀芯卡滞,-,0.407116,False
HCASE-00004,C004,溢流阀,C004-S2,主阀芯弹簧疲劳,-,0.120034,False
HCASE-00004,C004,溢流阀,C004-S3,阀口冲蚀泄漏,-,0.119416,False
HCASE-00004,C004,溢流阀,C004-S4,阻尼孔堵塞,-,0.353435,False
HCASE-00004,C005,蓄能器,C005-S1,气囊破裂,-,0.333962,False
HCASE-00004,C005,蓄能器,C005-S2,预充压力不足,-,0.331324,False
HCASE-00004,C005,蓄能器,C005-S3,菌形阀密封失效,-,0.334714,False
HCASE-00004,C006,冷却器,C006-S1,换热效率下降,-,0.194149,False
HCASE-00004,C006,冷却器,C006-S2,管束堵塞,-,0.604981,False
HCASE-00004,C006,冷却器,C006-S3,冷却介质泄漏,-,0.200871,False
HCASE-00004,C007,过滤器,C007-S1,滤芯堵塞,-,0.59024,False
HCASE-00004,C007,过滤器,C007-S2,旁通阀异常开启,-,0.226992,False
HCASE-00004,C007,过滤器,C007-S3,滤芯破损,-,0.182769,False
HCASE-00004,C008,液压油箱,C008-S1,油位过低,-,0.216849,False
HCASE-00004,C008,液压油箱,C008-S2,空气滤清器堵塞,-,0.575227,False
HCASE-00004,C008,液压油箱,C008-S3,回油泡沫化,-,0.207924,False
HCASE-00004,C009,单向阀,C009-S1,阀芯卡死,-,0.621507,False
HCASE-00004,C009,单向阀,C009-S2,反向泄漏,-,0.206864,False
HCASE-00004,C009,单向阀,C009-S3,弹簧断裂失效,-,0.171629,False
HCASE-00004,C010,节流阀,C010-S1,节流口堵塞,-,0.434134,False
HCASE-00004,C010,节流阀,C010-S2,阀芯卡滞,-,0.419326,False
HCASE-00004,C010,节流阀,C010-S3,节流口冲蚀,-,0.14654,False
HCASE-00004,C011,管路总成,C011-S1,管接头渗漏,-,0.152147,False
HCASE-00004,C011,管路总成,C011-S2,管路裂纹泄漏,-,0.179122,False
HCASE-00004,C011,管路总成,C011-S3,软管老化破裂,-,0.171386,False
HCASE-00004,C011,管路总成,C011-S4,管路堵塞,-,0.497346,False
HCASE-00004,C012,卸荷阀,C012-S1,卸荷压力漂移,-,0.213044,False
HCASE-00004,C012,卸荷阀,C012-S2,阀芯卡滞常开,-,0.576157,False
HCASE-00004,C012,卸荷阀,C012-S3,导阀密封失效,-,0.210799,False
HCASE-00005,C001,液压泵总成,C001-S1,柱塞副磨损,柱塞-缸体配合副,0.243674,True
HCASE-00005,C001,液压泵总成,C001-S2,配流盘气蚀,配流盘,0.2327,True
HCASE-00005,C001,液压泵总成,C001-S3,轴承疲劳剥落,主轴滚动轴承,0.256432,True
HCASE-00005,C001,液压泵总成,C001-S4,轴封泄漏,主轴密封件,0.267194,True
HCASE-00005,C002,方向控制阀,C002-S1,阀芯卡滞,阀芯-阀体配合面,0.161376,True
HCASE-00005,C002,方向控制阀,C002-S2,电磁铁烧毁,电磁线圈,0.191095,True
HCASE-00005,C002,方向控制阀,C002-S3,复位弹簧断裂,复位弹簧,0.481567,True
HCASE-00005,C002,方向控制阀,C002-S4,阀体冲蚀,阀体内部流道,0.165962,True
HCASE-00005,C003,作动筒,C003-S1,活塞密封圈老化,活塞密封圈,0.244054,True
HCASE-00005,C003,作动筒,C003-S2,活塞杆拉伤,活塞杆表面,0.257137,True
HCASE-00005,C003,作动筒,C003-S3,缸筒内壁刮伤,缸筒内壁,0.26053,True
HCASE-00005,C003,作动筒,C003-S4,端盖密封渗漏,端盖O形圈,0.23828,True
HCASE-00005,C004,溢流阀,C004-S1,先导阀芯卡滞,-,0.162583,False
HCASE-00005,C004,溢流阀,C004-S2,主阀芯弹簧疲劳,-,0.486531,False
HCASE-00005,C004,溢流阀,C004-S3,阀口冲蚀泄漏,-,0.179613,False
HCASE-00005,C004,溢流阀,C004-S4,阻尼孔堵塞,-,0.171273,False
HCASE-00005,C005,蓄能器,C005-S1,气囊破裂,-,0.421477,False
HCASE-00005,C005,蓄能器,C005-S2,预充压力不足,-,0.421755,False
HCASE-00005,C005,蓄能器,C005-S3,菌形阀密封失效,-,0.156768,False
HCASE-00005,C006,冷却器,C006-S1,换热效率下降,-,0.328394,False
HCASE-00005,C006,冷却器,C006-S2,管束堵塞,-,0.314061,False
HCASE-00005,C006,冷却器,C006-S3,冷却介质泄漏,-,0.357545,False
HCASE-00005,C007,过滤器,C007-S1,滤芯堵塞,-,0.36331,False
HCASE-00005,C007,过滤器,C007-S2,旁通阀异常开启,-,0.316589,False
HCASE-00005,C007,过滤器,C007-S3,滤芯破损,-,0.320101,False
HCASE-00005,C008,液压油箱,C008-S1,油位过低,-,0.365603,False
HCASE-00005,C008,液压油箱,C008-S2,空气滤清器堵塞,-,0.321197,False
HCASE-00005,C008,液压油箱,C008-S3,回油泡沫化,-,0.3132,False
HCASE-00005,C009,单向阀,C009-S1,阀芯卡死,-,0.219497,False
HCASE-00005,C009,单向阀,C009-S2,反向泄漏,-,0.224604,False
HCASE-00005,C009,单向阀,C009-S3,弹簧断裂失效,-,0.555899,False
HCASE-00005,C010,节流阀,C010-S1,节流口堵塞,-,0.355619,False
HCASE-00005,C010,节流阀,C010-S2,阀芯卡滞,-,0.309753,False
HCASE-00005,C010,节流阀,C010-S3,节流口冲蚀,-,0.334627,False
HCASE-00005,C011,管路总成,C011-S1,管接头渗漏,-,0.248041,False
HCASE-00005,C011,管路总成,C011-S2,管路裂纹泄漏,-,0.258588,False
HCASE-00005,C011,管路总成,C011-S3,软管老化破裂,-,0.253002,False
HCASE-00005,C011,管路总成,C011-S4,管路堵塞,-,0.240369,False
HCASE-00005,C012,卸荷阀,C012-S1,卸荷压力漂移,-,0.581843,False
HCASE-00005,C012,卸荷阀,C012-S2,阀芯卡滞常开,-,0.207977,False
HCASE-00005,C012,卸荷阀,C012-S3,导阀密封失效,-,0.21018,False
HCASE-00006,C001,液压泵总成,C001-S1,柱塞副磨损,柱塞-缸体配合副,0.264365,True
HCASE-00006,C001,液压泵总成,C001-S2,配流盘气蚀,配流盘,0.224088,True
HCASE-00006,C001,液压泵总成,C001-S3,轴承疲劳剥落,主轴滚动轴承,0.276638,True
HCASE-00006,C001,液压泵总成,C001-S4,轴封泄漏,主轴密封件,0.234909,True
HCASE-00006,C002,方向控制阀,C002-S1,阀芯卡滞,阀芯-阀体配合面,0.501987,True
HCASE-00006,C002,方向控制阀,C002-S2,电磁铁烧毁,电磁线圈,0.172629,True
HCASE-00006,C002,方向控制阀,C002-S3,复位弹簧断裂,复位弹簧,0.159402,True
HCASE-00006,C002,方向控制阀,C002-S4,阀体冲蚀,阀体内部流道,0.165982,True
HCASE-00006,C003,作动筒,C003-S1,活塞密封圈老化,活塞密封圈,0.239055,True
HCASE-00006,C003,作动筒,C003-S2,活塞杆拉伤,活塞杆表面,0.251753,True
HCASE-00006,C003,作动筒,C003-S3,缸筒内壁刮伤,缸筒内壁,0.287888,True
HCASE-00006,C003,作动筒,C003-S4,端盖密封渗漏,端盖O形圈,0.221304,True
HCASE-00006,C004,溢流阀,C004-S1,先导阀芯卡滞,-,0.404429,False
HCASE-00006,C004,溢流阀,C004-S2,主阀芯弹簧疲劳,-,0.13279,False
HCASE-00006,C004,溢流阀,C004-S3,阀口冲蚀泄漏,-,0.131978,False
HCASE-00006,C004,溢流阀,C004-S4,阻尼孔堵塞,-,0.330803,False
HCASE-00006,C005,蓄能器,C005-S1,气囊破裂,-,0.356291,False
HCASE-00006,C005,蓄能器,C005-S2,预充压力不足,-,0.30905,False
HCASE-00006,C005,蓄能器,C005-S3,菌形阀密封失效,-,0.334659,False
HCASE-00006,C006,冷却器,C006-S1,换热效率下降,-,0.204422,False
HCASE-00006,C006,冷却器,C006-S2,管束堵塞,-,0.557964,False
HCASE-00006,C006,冷却器,C006-S3,冷却介质泄漏,-,0.237613,False
HCASE-00006,C007,过滤器,C007-S1,滤芯堵塞,-,0.633212,False
HCASE-00006,C007,过滤器,C007-S2,旁通阀异常开启,-,0.190456,False
HCASE-00006,C007,过滤器,C007-S3,滤芯破损,-,0.176332,False
HCASE-00006,C008,液压油箱,C008-S1,油位过低,-,0.222109,False
HCASE-00006,C008,液压油箱,C008-S2,空气滤清器堵塞,-,0.57045,False
HCASE-00006,C008,液压油箱,C008-S3,回油泡沫化,-,0.207441,False
HCASE-00006,C009,单向阀,C009-S1,阀芯卡死,-,0.610734,False
HCASE-00006,C009,单向阀,C009-S2,反向泄漏,-,0.199061,False
HCASE-00006,C009,单向阀,C009-S3,弹簧断裂失效,-,0.190205,False
HCASE-00006,C010,节流阀,C010-S1,节流口堵塞,-,0.396945,False
HCASE-00006,C010,节流阀,C010-S2,阀芯卡滞,-,0.464864,False
HCASE-00006,C010,节流阀,C010-S3,节流口冲蚀,-,0.138191,False
HCASE-00006,C011,管路总成,C011-S1,管接头渗漏,-,0.166597,False
HCASE-00006,C011,管路总成,C011-S2,管路裂纹泄漏,-,0.160671,False
HCASE-00006,C011,管路总成,C011-S3,软管老化破裂,-,0.180224,False
HCASE-00006,C011,管路总成,C011-S4,管路堵塞,-,0.492507,False
HCASE-00006,C012,卸荷阀,C012-S1,卸荷压力漂移,-,0.192656,False
HCASE-00006,C012,卸荷阀,C012-S2,阀芯卡滞常开,-,0.623306,False
HCASE-00006,C012,卸荷阀,C012-S3,导阀密封失效,-,0.184038,False
HCASE-00007,C001,液压泵总成,C001-S1,柱塞副磨损,柱塞-缸体配合副,0.269261,True
HCASE-00007,C001,液压泵总成,C001-S2,配流盘气蚀,配流盘,0.252797,True
HCASE-00007,C001,液压泵总成,C001-S3,轴承疲劳剥落,主轴滚动轴承,0.224983,True
HCASE-00007,C001,液压泵总成,C001-S4,轴封泄漏,主轴密封件,0.252959,True
HCASE-00007,C002,方向控制阀,C002-S1,阀芯卡滞,阀芯-阀体配合面,0.265925,True
HCASE-00007,C002,方向控制阀,C002-S2,电磁铁烧毁,电磁线圈,0.244132,True
HCASE-00007,C002,方向控制阀,C002-S3,复位弹簧断裂,复位弹簧,0.25576,True
HCASE-00007,C002,方向控制阀,C002-S4,阀体冲蚀,阀体内部流道,0.234182,True
HCASE-00007,C003,作动筒,C003-S1,活塞密封圈老化,活塞密封圈,0.229789,True
HCASE-00007,C003,作动筒,C003-S2,活塞杆拉伤,活塞杆表面,0.260437,True
HCASE-00007,C003,作动筒,C003-S3,缸筒内壁刮伤,缸筒内壁,0.245912,True
HCASE-00007,C003,作动筒,C003-S4,端盖密封渗漏,端盖O形圈,0.263862,True
HCASE-00007,C004,溢流阀,C004-S1,先导阀芯卡滞,-,0.166363,False
HCASE-00007,C004,溢流阀,C004-S2,主阀芯弹簧疲劳,-,0.189882,False
HCASE-00007,C004,溢流阀,C004-S3,阀口冲蚀泄漏,-,0.17904,False
HCASE-00007,C004,溢流阀,C004-S4,阻尼孔堵塞,-,0.464715,False
HCASE-00007,C005,蓄能器,C005-S1,气囊破裂,-,0.318336,False
HCASE-00007,C005,蓄能器,C005-S2,预充压力不足,-,0.347559,False
HCASE-00007,C005,蓄能器,C005-S3,菌形阀密封失效,-,0.334106,False
HCASE-00007,C006,冷却器,C006-S1,换热效率下降,-,0.208739,False
HCASE-00007,C006,冷却器,C006-S2,管束堵塞,-,0.584751,False
HCASE-00007,C006,冷却器,C006-S3,冷却介质泄漏,-,0.20651,False
HCASE-00007,C007,过滤器,C007-S1,滤芯堵塞,-,0.56856,False
HCASE-00007,C007,过滤器,C007-S2,旁通阀异常开启,-,0.198319,False
HCASE-00007,C007,过滤器,C007-S3,滤芯破损,-,0.233121,False
HCASE-00007,C008,液压油箱,C008-S1,油位过低,-,0.348574,False
HCASE-00007,C008,液压油箱,C008-S2,空气滤清器堵塞,-,0.332016,False
HCASE-00007,C008,液压油箱,C008-S3,回油泡沫化,-,0.31941,False
HCASE-00007,C009,单向阀,C009-S1,阀芯卡死,-,0.334703,False
HCASE-00007,C009,单向阀,C009-S2,反向泄漏,-,0.334179,False
HCASE-00007,C009,单向阀,C009-S3,弹簧断裂失效,-,0.331117,False
HCASE-00007,C010,节流阀,C010-S1,节流口堵塞,-,0.416834,False
HCASE-00007,C010,节流阀,C010-S2,阀芯卡滞,-,0.150626,False
HCASE-00007,C010,节流阀,C010-S3,节流口冲蚀,-,0.432539,False
HCASE-00007,C011,管路总成,C011-S1,管接头渗漏,-,0.142057,False
HCASE-00007,C011,管路总成,C011-S2,管路裂纹泄漏,-,0.174739,False
HCASE-00007,C011,管路总成,C011-S3,软管老化破裂,-,0.185768,False
HCASE-00007,C011,管路总成,C011-S4,管路堵塞,-,0.497436,False
HCASE-00007,C012,卸荷阀,C012-S1,卸荷压力漂移,-,0.338668,False
HCASE-00007,C012,卸荷阀,C012-S2,阀芯卡滞常开,-,0.337542,False
HCASE-00007,C012,卸荷阀,C012-S3,导阀密封失效,-,0.32379,False
HCASE-00008,C001,液压泵总成,C001-S1,柱塞副磨损,柱塞-缸体配合副,0.265245,True
HCASE-00008,C001,液压泵总成,C001-S2,配流盘气蚀,配流盘,0.25642,True
HCASE-00008,C001,液压泵总成,C001-S3,轴承疲劳剥落,主轴滚动轴承,0.201394,True
HCASE-00008,C001,液压泵总成,C001-S4,轴封泄漏,主轴密封件,0.276941,True
HCASE-00008,C002,方向控制阀,C002-S1,阀芯卡滞,阀芯-阀体配合面,0.504991,True
HCASE-00008,C002,方向控制阀,C002-S2,电磁铁烧毁,电磁线圈,0.139141,True
HCASE-00008,C002,方向控制阀,C002-S3,复位弹簧断裂,复位弹簧,0.188115,True
HCASE-00008,C002,方向控制阀,C002-S4,阀体冲蚀,阀体内部流道,0.167754,True
HCASE-00008,C003,作动筒,C003-S1,活塞密封圈老化,活塞密封圈,0.234066,True
HCASE-00008,C003,作动筒,C003-S2,活塞杆拉伤,活塞杆表面,0.236348,True
HCASE-00008,C003,作动筒,C003-S3,缸筒内壁刮伤,缸筒内壁,0.278499,True
HCASE-00008,C003,作动筒,C003-S4,端盖密封渗漏,端盖O形圈,0.251087,True
HCASE-00008,C004,溢流阀,C004-S1,先导阀芯卡滞,-,0.380881,False
HCASE-00008,C004,溢流阀,C004-S2,主阀芯弹簧疲劳,-,0.12175,False
HCASE-00008,C004,溢流阀,C004-S3,阀口冲蚀泄漏,-,0.100592,False
HCASE-00008,C004,溢流阀,C004-S4,阻尼孔堵塞,-,0.396776,False
HCASE-00008,C005,蓄能器,C005-S1,气囊破裂,-,0.311772,False
HCASE-00008,C005,蓄能器,C005-S2,预充压力不足,-,0.371577,False
HCASE-00008,C005,蓄能器,C005-S3,菌形阀密封失效,-,0.316651,False
HCASE-00008,C006,冷却器,C006-S1,换热效率下降,-,0.20139,False
HCASE-00008,C006,冷却器,C006-S2,管束堵塞,-,0.638819,False
HCASE-00008,C006,冷却器,C006-S3,冷却介质泄漏,-,0.159791,False
HCASE-00008,C007,过滤器,C007-S1,滤芯堵塞,-,0.630946,False
HCASE-00008,C007,过滤器,C007-S2,旁通阀异常开启,-,0.198925,False
HCASE-00008,C007,过滤器,C007-S3,滤芯破损,-,0.170129,False
HCASE-00008,C008,液压油箱,C008-S1,油位过低,-,0.18683,False
HCASE-00008,C008,液压油箱,C008-S2,空气滤清器堵塞,-,0.599883,False
HCASE-00008,C008,液压油箱,C008-S3,回油泡沫化,-,0.213287,False
HCASE-00008,C009,单向阀,C009-S1,阀芯卡死,-,0.636794,False
HCASE-00008,C009,单向阀,C009-S2,反向泄漏,-,0.17607,False
HCASE-00008,C009,单向阀,C009-S3,弹簧断裂失效,-,0.187136,False
HCASE-00008,C010,节流阀,C010-S1,节流口堵塞,-,0.403861,False
HCASE-00008,C010,节流阀,C010-S2,阀芯卡滞,-,0.43555,False
HCASE-00008,C010,节流阀,C010-S3,节流口冲蚀,-,0.160589,False
HCASE-00008,C011,管路总成,C011-S1,管接头渗漏,-,0.153847,False
HCASE-00008,C011,管路总成,C011-S2,管路裂纹泄漏,-,0.155376,False
HCASE-00008,C011,管路总成,C011-S3,软管老化破裂,-,0.164543,False
