repair_order_id,service_event_id,repair_order_no,component_serial_no,wo_no,task_title,plan_start_text,plan_finish_text,ro_state,report_man
28,28,WO-LG-2026-0028,LGACT-2026-0028,WO-LG-2026-0028,Throttle Connector 028,2026/06/05 11:16:00,2026/06/05 11:16:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
29,29,WO-LG-2026-0029,LGACT-2026-0029,WO-LG-2026-0029,Displacement Sensor Bracket 029,2026/05/09 11:23:00,2026/05/09 11:23:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
30,30,WO-LG-2026-0030,LGACT-2026-0030,WO-LG-2026-0030,Locking Nut 030,2026/05/10 11:30:00,2026/05/10 11:30:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
31,31,WO-LG-2026-0031,LGACT-2026-0031,WO-LG-2026-0031,Piston Rod Assembly 031,2026/05/11 11:37:00,2026/05/11 11:37:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
32,32,WO-LG-2026-0032,LGACT-2026-0032,WO-LG-2026-0032,Cylinder Barrel Assembly 032,2026/05/12 11:44:00,2026/05/12 11:44:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
33,33,WO-LG-2026-0033,LGACT-2026-0033,WO-LG-2026-0033,Front End Cap 033,2026/05/13 11:51:00,2026/05/13 11:51:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
34,34,WO-LG-2026-0034,LGACT-2026-0034,WO-LG-2026-0034,Rear End Cap 034,2026/05/14 11:58:00,2026/05/14 11:58:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
35,35,WO-LG-2026-0035,LGACT-2026-0035,WO-LG-2026-0035,Seal Ring Assembly 035,2026/05/15 12:05:00,2026/05/15 12:05:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
36,36,WO-LG-2026-0036,LGACT-2026-0036,WO-LG-2026-0036,Trunnion Bushing 036,2026/05/16 12:12:00,2026/05/16 12:12:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
37,37,WO-LG-2026-0037,LGACT-2026-0037,WO-LG-2026-0037,Spherical Bearing 037,2026/05/17 12:19:00,2026/05/17 12:19:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
38,38,WO-LG-2026-0038,LGACT-2026-0038,WO-LG-2026-0038,Throttle Connector 038,2026/05/18 12:26:00,2026/05/18 12:26:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
39,39,WO-LG-2026-0039,LGACT-2026-0039,WO-LG-2026-0039,Displacement Sensor Bracket 039,2026/05/19 12:33:00,2026/05/19 12:33:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
40,40,WO-LG-2026-0040,LGACT-2026-0040,WO-LG-2026-0040,Locking Nut 040,2026/05/20 12:40:00,2026/05/20 12:40:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
41,41,WO-LG-2026-0041,LGACT-2026-0041,WO-LG-2026-0041,Piston Rod Assembly 041,2026/05/21 12:47:00,2026/05/21 12:47:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
42,42,WO-LG-2026-0042,LGACT-2026-0042,WO-LG-2026-0042,Cylinder Barrel Assembly 042,2026/05/22 12:54:00,2026/05/22 12:54:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
43,43,WO-LG-2026-0043,LGACT-2026-0043,WO-LG-2026-0043,Front End Cap 043,2026/05/23 13:01:00,2026/05/23 13:01:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
44,44,WO-LG-2026-0044,LGACT-2026-0044,WO-LG-2026-0044,Rear End Cap 044,2026/05/24 13:08:00,2026/05/24 13:08:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
45,45,WO-LG-2026-0045,LGACT-2026-0045,WO-LG-2026-0045,Seal Ring Assembly 045,2026/05/25 13:15:00,2026/05/25 13:15:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
46,46,WO-LG-2026-0046,LGACT-2026-0046,WO-LG-2026-0046,Trunnion Bushing 046,2026/05/26 13:22:00,2026/05/26 13:22:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
47,47,WO-LG-2026-0047,LGACT-2026-0047,WO-LG-2026-0047,Spherical Bearing 047,2026/05/27 13:29:00,2026/05/27 13:29:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
48,48,WO-LG-2026-0048,LGACT-2026-0048,WO-LG-2026-0048,Throttle Connector 048,2026/05/28 13:36:00,2026/05/28 13:36:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
49,49,WO-LG-2026-0049,LGACT-2026-0049,WO-LG-2026-0049,Displacement Sensor Bracket 049,2026/05/29 13:43:00,2026/05/29 13:43:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
50,50,WO-LG-2026-0050,LGACT-2026-0050,WO-LG-2026-0050,Locking Nut 050,2026/05/30 13:50:00,2026/05/30 13:50:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
51,51,WO-LG-2026-0051,LGACT-2026-0051,WO-LG-2026-0051,Piston Rod Assembly 051,2026/05/31 13:57:00,2026/05/31 13:57:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
52,52,WO-LG-2026-0052,LGACT-2026-0052,WO-LG-2026-0052,Cylinder Barrel Assembly 052,2026/06/01 14:04:00,2026/06/01 14:04:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
53,53,WO-LG-2026-0053,LGACT-2026-0053,WO-LG-2026-0053,Front End Cap 053,2026/06/02 14:11:00,2026/06/02 14:11:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
54,54,WO-LG-2026-0054,LGACT-2026-0054,WO-LG-2026-0054,Rear End Cap 054,2026/06/03 14:18:00,2026/06/03 14:18:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
55,55,WO-LG-2026-0055,LGACT-2026-0055,WO-LG-2026-0055,Seal Ring Assembly 055,2026/06/04 14:25:00,2026/06/04 14:25:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
56,56,WO-LG-2026-0056,LGACT-2026-0056,WO-LG-2026-0056,Trunnion Bushing 056,2026/06/05 14:32:00,2026/06/05 14:32:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
57,57,WO-LG-2026-0057,LGACT-2026-0057,WO-LG-2026-0057,Spherical Bearing 057,2026/05/09 14:39:00,2026/05/09 14:39:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
58,58,WO-LG-2026-0058,LGACT-2026-0058,WO-LG-2026-0058,Throttle Connector 058,2026/05/10 14:46:00,2026/05/10 14:46:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
59,59,WO-LG-2026-0059,LGACT-2026-0059,WO-LG-2026-0059,Displacement Sensor Bracket 059,2026/05/11 14:53:00,2026/05/11 14:53:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
60,60,WO-LG-2026-0060,LGACT-2026-0060,WO-LG-2026-0060,Locking Nut 060,2026/05/12 15:00:00,2026/05/12 15:00:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
61,61,WO-LG-2026-0061,LGACT-2026-0061,WO-LG-2026-0061,Piston Rod Assembly 061,2026/05/13 15:07:00,2026/05/13 15:07:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
62,62,WO-LG-2026-0062,LGACT-2026-0062,WO-LG-2026-0062,Cylinder Barrel Assembly 062,2026/05/14 15:14:00,2026/05/14 15:14:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
63,63,WO-LG-2026-0063,LGACT-2026-0063,WO-LG-2026-0063,Front End Cap 063,2026/05/15 15:21:00,2026/05/15 15:21:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
64,64,WO-LG-2026-0064,LGACT-2026-0064,WO-LG-2026-0064,Rear End Cap 064,2026/05/16 15:28:00,2026/05/16 15:28:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
65,65,WO-LG-2026-0065,LGACT-2026-0065,WO-LG-2026-0065,Seal Ring Assembly 065,2026/05/17 15:35:00,2026/05/17 15:35:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
66,66,WO-LG-2026-0066,LGACT-2026-0066,WO-LG-2026-0066,Trunnion Bushing 066,2026/05/18 15:42:00,2026/05/18 15:42:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
67,67,WO-LG-2026-0067,LGACT-2026-0067,WO-LG-2026-0067,Spherical Bearing 067,2026/05/19 15:49:00,2026/05/19 15:49:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
68,68,WO-LG-2026-0068,LGACT-2026-0068,WO-LG-2026-0068,Throttle Connector 068,2026/05/20 15:56:00,2026/05/20 15:56:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
69,69,WO-LG-2026-0069,LGACT-2026-0069,WO-LG-2026-0069,Displacement Sensor Bracket 069,2026/05/21 16:03:00,2026/05/21 16:03:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
70,70,WO-LG-2026-0070,LGACT-2026-0070,WO-LG-2026-0070,Locking Nut 070,2026/05/22 16:10:00,2026/05/22 16:10:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
71,71,WO-LG-2026-0071,LGACT-2026-0071,WO-LG-2026-0071,Piston Rod Assembly 071,2026/05/23 16:17:00,2026/05/23 16:17:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
72,72,WO-LG-2026-0072,LGACT-2026-0072,WO-LG-2026-0072,Cylinder Barrel Assembly 072,2026/05/24 16:24:00,2026/05/24 16:24:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
73,73,WO-LG-2026-0073,LGACT-2026-0073,WO-LG-2026-0073,Front End Cap 073,2026/05/25 16:31:00,2026/05/25 16:31:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
74,74,WO-LG-2026-0074,LGACT-2026-0074,WO-LG-2026-0074,Rear End Cap 074,2026/05/26 16:38:00,2026/05/26 16:38:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
75,75,WO-LG-2026-0075,LGACT-2026-0075,WO-LG-2026-0075,Seal Ring Assembly 075,2026/05/27 16:45:00,2026/05/27 16:45:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
76,76,WO-LG-2026-0076,LGACT-2026-0076,WO-LG-2026-0076,Trunnion Bushing 076,2026/05/28 16:52:00,2026/05/28 16:52:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
77,77,WO-LG-2026-0077,LGACT-2026-0077,WO-LG-2026-0077,Spherical Bearing 077,2026/05/29 16:59:00,2026/05/29 16:59:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
78,78,WO-LG-2026-0078,LGACT-2026-0078,WO-LG-2026-0078,Throttle Connector 078,2026/05/30 17:06:00,2026/05/30 17:06:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
79,79,WO-LG-2026-0079,LGACT-2026-0079,WO-LG-2026-0079,Displacement Sensor Bracket 079,2026/05/31 17:13:00,2026/05/31 17:13:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
80,80,WO-LG-2026-0080,LGACT-2026-0080,WO-LG-2026-0080,Locking Nut 080,2026/06/01 17:20:00,2026/06/01 17:20:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
81,81,WO-LG-2026-0081,LGACT-2026-0081,WO-LG-2026-0081,Piston Rod Assembly 081,2026/06/02 17:27:00,2026/06/02 17:27:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
82,82,WO-LG-2026-0082,LGACT-2026-0082,WO-LG-2026-0082,Cylinder Barrel Assembly 082,2026/06/03 17:34:00,2026/06/03 17:34:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
83,83,WO-LG-2026-0083,LGACT-2026-0083,WO-LG-2026-0083,Front End Cap 083,2026/06/04 17:41:00,2026/06/04 17:41:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
84,84,WO-LG-2026-0084,LGACT-2026-0084,WO-LG-2026-0084,Rear End Cap 084,2026/06/05 17:48:00,2026/06/05 17:48:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
85,85,WO-LG-2026-0085,LGACT-2026-0085,WO-LG-2026-0085,Seal Ring Assembly 085,2026/05/09 17:55:00,2026/05/09 17:55:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
86,86,WO-LG-2026-0086,LGACT-2026-0086,WO-LG-2026-0086,Trunnion Bushing 086,2026/05/10 18:02:00,2026/05/10 18:02:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
87,87,WO-LG-2026-0087,LGACT-2026-0087,WO-LG-2026-0087,Spherical Bearing 087,2026/05/11 18:09:00,2026/05/11 18:09:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
88,88,WO-LG-2026-0088,LGACT-2026-0088,WO-LG-2026-0088,Throttle Connector 088,2026/05/12 18:16:00,2026/05/12 18:16:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
89,89,WO-LG-2026-0089,LGACT-2026-0089,WO-LG-2026-0089,Displacement Sensor Bracket 089,2026/05/13 18:23:00,2026/05/13 18:23:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
90,90,WO-LG-2026-0090,LGACT-2026-0090,WO-LG-2026-0090,Locking Nut 090,2026/05/14 18:30:00,2026/05/14 18:30:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
91,91,WO-LG-2026-0091,LGACT-2026-0091,WO-LG-2026-0091,Piston Rod Assembly 091,2026/05/15 18:37:00,2026/05/15 18:37:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
92,92,WO-LG-2026-0092,LGACT-2026-0092,WO-LG-2026-0092,Cylinder Barrel Assembly 092,2026/05/16 18:44:00,2026/05/16 18:44:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
93,93,WO-LG-2026-0093,LGACT-2026-0093,WO-LG-2026-0093,Front End Cap 093,2026/05/17 18:51:00,2026/05/17 18:51:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
94,94,WO-LG-2026-0094,LGACT-2026-0094,WO-LG-2026-0094,Rear End Cap 094,2026/05/18 18:58:00,2026/05/18 18:58:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
95,95,WO-LG-2026-0095,LGACT-2026-0095,WO-LG-2026-0095,Seal Ring Assembly 095,2026/05/19 19:05:00,2026/05/19 19:05:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
96,96,WO-LG-2026-0096,LGACT-2026-0096,WO-LG-2026-0096,Trunnion Bushing 096,2026/05/20 19:12:00,2026/05/20 19:12:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
97,97,WO-LG-2026-0097,LGACT-2026-0097,WO-LG-2026-0097,Spherical Bearing 097,2026/05/21 19:19:00,2026/05/21 19:19:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
98,98,WO-LG-2026-0098,LGACT-2026-0098,WO-LG-2026-0098,Throttle Connector 098,2026/05/22 19:26:00,2026/05/22 19:26:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
99,99,WO-LG-2026-0099,LGACT-2026-0099,WO-LG-2026-0099,Displacement Sensor Bracket 099,2026/05/23 19:33:00,2026/05/23 19:33:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
100,100,WO-LG-2026-0100,LGACT-2026-0100,WO-LG-2026-0100,Locking Nut 100,2026/05/24 19:40:00,2026/05/24 19:40:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
101,101,WO-LG-2026-0101,LGACT-2026-0101,WO-LG-2026-0101,Piston Rod Assembly 101,2026/05/25 19:47:00,2026/05/25 19:47:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
102,102,WO-LG-2026-0102,LGACT-2026-0102,WO-LG-2026-0102,Cylinder Barrel Assembly 102,2026/05/26 19:54:00,2026/05/26 19:54:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
103,103,WO-LG-2026-0103,LGACT-2026-0103,WO-LG-2026-0103,Front End Cap 103,2026/05/27 20:01:00,2026/05/27 20:01:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
104,104,WO-LG-2026-0104,LGACT-2026-0104,WO-LG-2026-0104,Rear End Cap 104,2026/05/28 20:08:00,2026/05/28 20:08:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
105,105,WO-LG-2026-0105,LGACT-2026-0105,WO-LG-2026-0105,Seal Ring Assembly 105,2026/05/29 20:15:00,2026/05/29 20:15:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
106,106,WO-LG-2026-0106,LGACT-2026-0106,WO-LG-2026-0106,Trunnion Bushing 106,2026/05/30 20:22:00,2026/05/30 20:22:00,MRO_RUNNING,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the 
107,107,WO-LG-2026-0107,LGACT-2026-0107,WO-LG-2026-0107,Spherical Bearing 107,2026/05/31 20:29:00,2026/05/31 20:29:00,MRO_CLOSED,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linke
108,108,WO-LG-2026-0108,LGACT-2026-0108,WO-LG-2026-0108,Throttle Connector 108,2026/06/01 20:36:00,2026/06/01 20:36:00,MRO_HOLD,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has b
109,109,WO-LG-2026-0109,LGACT-2026-0109,WO-LG-2026-0109,Displacement Sensor Bracket 109,2026/06/02 20:43:00,2026/06/02 20:43:00,MRO_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced
110,110,WO-LG-2026-0110,LGACT-2026-0110,WO-LG-2026-0110,Locking Nut 110,2026/06/03 20:50:00,2026/06/03 20:50:00,MRO_RUNNING,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked t
111,111,WO-LG-2026-0111,LGACT-2026-0111,WO-LG-2026-0111,Piston Rod Assembly 111,2026/06/04 20:57:00,2026/06/04 20:57:00,MRO_CLOSED,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked
112,112,WO-LG-2026-0112,LGACT-2026-0112,WO-LG-2026-0112,Cylinder Barrel Assembly 112,2026/06/05 21:04:00,2026/06/05 21:04:00,MRO_HOLD,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to
113,113,WO-LG-2026-0113,LGACT-2026-0113,WO-LG-2026-0113,Front End Cap 113,2026/05/09 21:11:00,2026/05/09 21:11:00,MRO_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked
