service_event_id,event_no,component_serial_no,install_pos_code,service_time_text,event_kind_code,service_unit_code,service_unit_name,evt_state,event_summary
19,QE-CF-2026-0019,LGACT-2026-0019,POS-LG-02,2026/05/27 10:13:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.
20,QE-CF-2026-0020,LGACT-2026-0020,POS-LG-03,2026/05/28 10:20:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
21,QE-CF-2026-0021,LGACT-2026-0021,POS-LG-04,2026/05/29 10:27:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.
22,QE-CF-2026-0022,LGACT-2026-0022,POS-LG-05,2026/05/30 10:34:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.
23,QE-CF-2026-0023,LGACT-2026-0023,POS-LG-06,2026/05/31 10:41:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
24,QE-CF-2026-0024,LGACT-2026-0024,POS-LG-01,2026/06/01 10:48:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.
25,QE-CF-2026-0025,LGACT-2026-0025,POS-LG-02,2026/06/02 10:55:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.
26,QE-CF-2026-0026,LGACT-2026-0026,POS-LG-03,2026/06/03 11:02:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.
27,QE-CF-2026-0027,LGACT-2026-0027,POS-LG-04,2026/06/04 11:09:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.
28,QE-CF-2026-0028,LGACT-2026-0028,POS-LG-05,2026/06/05 11:16:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
29,QE-CF-2026-0029,LGACT-2026-0029,POS-LG-06,2026/05/09 11:23:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.
30,QE-CF-2026-0030,LGACT-2026-0030,POS-LG-01,2026/05/10 11:30:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.
31,QE-CF-2026-0031,LGACT-2026-0031,POS-LG-02,2026/05/11 11:37:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
32,QE-CF-2026-0032,LGACT-2026-0032,POS-LG-03,2026/05/12 11:44:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.
33,QE-CF-2026-0033,LGACT-2026-0033,POS-LG-04,2026/05/13 11:51:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.
34,QE-CF-2026-0034,LGACT-2026-0034,POS-LG-05,2026/05/14 11:58:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.
35,QE-CF-2026-0035,LGACT-2026-0035,POS-LG-06,2026/05/15 12:05:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.
36,QE-CF-2026-0036,LGACT-2026-0036,POS-LG-01,2026/05/16 12:12:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
37,QE-CF-2026-0037,LGACT-2026-0037,POS-LG-02,2026/05/17 12:19:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.
38,QE-CF-2026-0038,LGACT-2026-0038,POS-LG-03,2026/05/18 12:26:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.
39,QE-CF-2026-0039,LGACT-2026-0039,POS-LG-04,2026/05/19 12:33:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
40,QE-CF-2026-0040,LGACT-2026-0040,POS-LG-05,2026/05/20 12:40:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.
41,QE-CF-2026-0041,LGACT-2026-0041,POS-LG-06,2026/05/21 12:47:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.
42,QE-CF-2026-0042,LGACT-2026-0042,POS-LG-01,2026/05/22 12:54:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.
43,QE-CF-2026-0043,LGACT-2026-0043,POS-LG-02,2026/05/23 13:01:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.
44,QE-CF-2026-0044,LGACT-2026-0044,POS-LG-03,2026/05/24 13:08:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
45,QE-CF-2026-0045,LGACT-2026-0045,POS-LG-04,2026/05/25 13:15:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.
46,QE-CF-2026-0046,LGACT-2026-0046,POS-LG-05,2026/05/26 13:22:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.
47,QE-CF-2026-0047,LGACT-2026-0047,POS-LG-06,2026/05/27 13:29:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
48,QE-CF-2026-0048,LGACT-2026-0048,POS-LG-01,2026/05/28 13:36:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.
49,QE-CF-2026-0049,LGACT-2026-0049,POS-LG-02,2026/05/29 13:43:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.
50,QE-CF-2026-0050,LGACT-2026-0050,POS-LG-03,2026/05/30 13:50:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.
51,QE-CF-2026-0051,LGACT-2026-0051,POS-LG-04,2026/05/31 13:57:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.
52,QE-CF-2026-0052,LGACT-2026-0052,POS-LG-05,2026/06/01 14:04:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
53,QE-CF-2026-0053,LGACT-2026-0053,POS-LG-06,2026/06/02 14:11:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.
54,QE-CF-2026-0054,LGACT-2026-0054,POS-LG-01,2026/06/03 14:18:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.
55,QE-CF-2026-0055,LGACT-2026-0055,POS-LG-02,2026/06/04 14:25:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
56,QE-CF-2026-0056,LGACT-2026-0056,POS-LG-03,2026/06/05 14:32:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.
57,QE-CF-2026-0057,LGACT-2026-0057,POS-LG-04,2026/05/09 14:39:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.
58,QE-CF-2026-0058,LGACT-2026-0058,POS-LG-05,2026/05/10 14:46:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.
59,QE-CF-2026-0059,LGACT-2026-0059,POS-LG-06,2026/05/11 14:53:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.
60,QE-CF-2026-0060,LGACT-2026-0060,POS-LG-01,2026/05/12 15:00:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
61,QE-CF-2026-0061,LGACT-2026-0061,POS-LG-02,2026/05/13 15:07:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.
62,QE-CF-2026-0062,LGACT-2026-0062,POS-LG-03,2026/05/14 15:14:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.
63,QE-CF-2026-0063,LGACT-2026-0063,POS-LG-04,2026/05/15 15:21:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
64,QE-CF-2026-0064,LGACT-2026-0064,POS-LG-05,2026/05/16 15:28:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.
65,QE-CF-2026-0065,LGACT-2026-0065,POS-LG-06,2026/05/17 15:35:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.
66,QE-CF-2026-0066,LGACT-2026-0066,POS-LG-01,2026/05/18 15:42:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.
67,QE-CF-2026-0067,LGACT-2026-0067,POS-LG-02,2026/05/19 15:49:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.
68,QE-CF-2026-0068,LGACT-2026-0068,POS-LG-03,2026/05/20 15:56:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
69,QE-CF-2026-0069,LGACT-2026-0069,POS-LG-04,2026/05/21 16:03:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.
70,QE-CF-2026-0070,LGACT-2026-0070,POS-LG-05,2026/05/22 16:10:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.
71,QE-CF-2026-0071,LGACT-2026-0071,POS-LG-06,2026/05/23 16:17:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
72,QE-CF-2026-0072,LGACT-2026-0072,POS-LG-01,2026/05/24 16:24:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.
73,QE-CF-2026-0073,LGACT-2026-0073,POS-LG-02,2026/05/25 16:31:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.
74,QE-CF-2026-0074,LGACT-2026-0074,POS-LG-03,2026/05/26 16:38:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.
75,QE-CF-2026-0075,LGACT-2026-0075,POS-LG-04,2026/05/27 16:45:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.
76,QE-CF-2026-0076,LGACT-2026-0076,POS-LG-05,2026/05/28 16:52:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
77,QE-CF-2026-0077,LGACT-2026-0077,POS-LG-06,2026/05/29 16:59:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.
78,QE-CF-2026-0078,LGACT-2026-0078,POS-LG-01,2026/05/30 17:06:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.
79,QE-CF-2026-0079,LGACT-2026-0079,POS-LG-02,2026/05/31 17:13:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
80,QE-CF-2026-0080,LGACT-2026-0080,POS-LG-03,2026/06/01 17:20:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.
81,QE-CF-2026-0081,LGACT-2026-0081,POS-LG-04,2026/06/02 17:27:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.
82,QE-CF-2026-0082,LGACT-2026-0082,POS-LG-05,2026/06/03 17:34:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.
83,QE-CF-2026-0083,LGACT-2026-0083,POS-LG-06,2026/06/04 17:41:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.
84,QE-CF-2026-0084,LGACT-2026-0084,POS-LG-01,2026/06/05 17:48:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
85,QE-CF-2026-0085,LGACT-2026-0085,POS-LG-02,2026/05/09 17:55:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.
86,QE-CF-2026-0086,LGACT-2026-0086,POS-LG-03,2026/05/10 18:02:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.
87,QE-CF-2026-0087,LGACT-2026-0087,POS-LG-04,2026/05/11 18:09:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
88,QE-CF-2026-0088,LGACT-2026-0088,POS-LG-05,2026/05/12 18:16:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.
89,QE-CF-2026-0089,LGACT-2026-0089,POS-LG-06,2026/05/13 18:23:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.
90,QE-CF-2026-0090,LGACT-2026-0090,POS-LG-01,2026/05/14 18:30:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.
91,QE-CF-2026-0091,LGACT-2026-0091,POS-LG-02,2026/05/15 18:37:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.
92,QE-CF-2026-0092,LGACT-2026-0092,POS-LG-03,2026/05/16 18:44:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
93,QE-CF-2026-0093,LGACT-2026-0093,POS-LG-04,2026/05/17 18:51:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.
94,QE-CF-2026-0094,LGACT-2026-0094,POS-LG-05,2026/05/18 18:58:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.
95,QE-CF-2026-0095,LGACT-2026-0095,POS-LG-06,2026/05/19 19:05:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
96,QE-CF-2026-0096,LGACT-2026-0096,POS-LG-01,2026/05/20 19:12:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.
97,QE-CF-2026-0097,LGACT-2026-0097,POS-LG-02,2026/05/21 19:19:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.
98,QE-CF-2026-0098,LGACT-2026-0098,POS-LG-03,2026/05/22 19:26:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.
99,QE-CF-2026-0099,LGACT-2026-0099,POS-LG-04,2026/05/23 19:33:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.
100,QE-CF-2026-0100,LGACT-2026-0100,POS-LG-05,2026/05/24 19:40:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
101,QE-CF-2026-0101,LGACT-2026-0101,POS-LG-06,2026/05/25 19:47:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.
102,QE-CF-2026-0102,LGACT-2026-0102,POS-LG-01,2026/05/26 19:54:00,MRO_MRO_SHOP,EA,EA,MRO_EV_ANALYZE,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.
103,QE-CF-2026-0103,LGACT-2026-0103,POS-LG-02,2026/05/27 20:01:00,MRO_MRO_INSPECT,EA,EA,MRO_EV_DISPOSE,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.
104,QE-CF-2026-0104,LGACT-2026-0104,POS-LG-03,2026/05/28 20:08:00,MRO_MRO_RETROFIT,EA,EA,MRO_EV_CLOSED,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.
105,QE-CF-2026-0105,LGACT-2026-0105,POS-LG-04,2026/05/29 20:15:00,MRO_MRO_FIELD,EA,EA,MRO_EV_OPEN,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.
