time,ch1,ch2,
1.96E-05,0,-0.0016,
1.96E-05,0,0.0016,
1.97E-05,0,-0.0024,
1.97E-05,0,0.0032,
1.98E-05,0,-0.0016,
1.98E-05,0,-0.0024,
1.99E-05,0,-0.0032,
1.99E-05,0,-0.004,
2.00E-05,0,0.004,
2.00E-05,0,-0.0096,
2.01E-05,0,0.004,
2.01E-05,0,-0.0024,
2.02E-05,0,0,
2.02E-05,0,-0.0016,
2.03E-05,0,0.0032,
2.03E-05,0,-0.0048,
2.04E-05,0,-0.0016,
2.04E-05,0,0.0056,
2.05E-05,0,-0.0056,
2.05E-05,0,-0.004,
2.06E-05,0,0.0048,
2.06E-05,0,-0.008,
2.07E-05,0,-0.0024,
2.07E-05,0,0.0064,
2.08E-05,0,-0.0088,
2.08E-05,0,0.0016,
2.09E-05,0,-0.0064,
2.09E-05,0,-0.0016,
2.10E-05,0,-0.004,
2.10E-05,0,-0.0056,
2.11E-05,0,0.0048,
2.11E-05,0,-0.0112,
2.12E-05,0,0.0032,
2.12E-05,0,-0.004,
2.13E-05,0,-0.0016,
2.13E-05,0,0,
2.14E-05,0,-0.0016,
2.14E-05,0,-0.0032,
2.15E-05,0,0,
2.15E-05,0,-0.0032,
2.16E-05,0,0.0016,
2.16E-05,0,-0.0032,
2.17E-05,0,-0.0016,
2.17E-05,0,-0.0032,
2.18E-05,0,-0.0024,
2.18E-05,0,-0.0016,
2.19E-05,0,-0.0016,
2.19E-05,0,-0.0048,
2.20E-05,0,-0.0016,
2.20E-05,0,-0.0016,
2.21E-05,0,-0.0032,
2.21E-05,0,-0.0024,
2.22E-05,0,0,
2.22E-05,0,-0.0048,
2.23E-05,0,0,
2.23E-05,0.04,-0.0016,
2.24E-05,0,0.0016,
2.24E-05,0,-0.0024,
2.25E-05,0,0.0016,
2.25E-05,0,-0.0032,
2.26E-05,0,0.0024,
2.26E-05,0,-0.0016,
2.27E-05,0,0.0048,
2.27E-05,0,-0.0048,
2.28E-05,0,0,
2.28E-05,0,0,
2.29E-05,0,-0.0016,
2.29E-05,0,-0.0024,
2.30E-05,0,-0.0024,
2.30E-05,0,-0.0048,
2.31E-05,0,-0.0024,
2.31E-05,0,-0.0024,
2.32E-05,0,-0.004,
2.32E-05,0,-0.0024,
2.33E-05,0,-0.0056,
2.33E-05,0.04,-0.0032,
2.34E-05,0,-0.0048,
2.34E-05,0,0,
2.35E-05,0,-0.0032,
2.35E-05,0,-0.0024,
2.36E-05,0,-0.0024,
2.36E-05,0,-0.0016,
2.37E-05,0,0,
2.37E-05,0.04,-0.0016,
2.38E-05,0,0,
2.38E-05,0,-0.0024,
2.39E-05,0,0,
2.39E-05,0,0,
2.40E-05,0,0,
2.40E-05,0,-0.0024,
2.41E-05,0,-0.0024,
2.41E-05,0,-0.0016,
2.42E-05,0,-0.0024,
2.42E-05,0,0,
2.43E-05,0,-0.0032,
2.43E-05,0,-0.0032,
2.44E-05,0,0,
2.44E-05,0,-0.0016,
2.45E-05,0,-0.0016,
2.45E-05,0,-0.0016,
2.46E-05,0,-0.0024,
2.46E-05,0,-0.0016,
2.47E-05,0,-0.0016,
2.47E-05,0,0,
2.48E-05,0,0,
2.48E-05,0,-0.0024,
2.49E-05,0,0,
2.49E-05,0,-0.0032,
2.50E-05,0,0,
2.50E-05,0,0,
2.51E-05,0,0,
2.51E-05,0,-0.0024,
2.52E-05,0,-0.004,
2.52E-05,0,0,
2.53E-05,0,-0.0032,
2.53E-05,0,-0.0024,
2.54E-05,0,-0.0016,
2.54E-05,0,-0.0056,
2.55E-05,0,0,
2.55E-05,0,-0.0032,
2.56E-05,0,-0.0016,
2.56E-05,0,-0.0024,
2.57E-05,0,-0.0024,
2.57E-05,0,-0.0032,
2.58E-05,0,-0.0024,
2.58E-05,0,0,
2.59E-05,0,-0.0024,
2.59E-05,0,-0.0016,
2.60E-05,0,-0.0032,
2.60E-05,0,0,
2.61E-05,0,-0.0016,
2.61E-05,0,-0.0016,
2.62E-05,0,-0.0016,
2.62E-05,0,-0.0016,
2.63E-05,0,-0.0024,
2.63E-05,0,-0.0016,
2.64E-05,0,0,
2.64E-05,0,-0.0024,
2.65E-05,0,-0.0032,
2.65E-05,0,-0.0024,
2.66E-05,0,-0.0016,
2.66E-05,0,0,
2.67E-05,0,-0.0024,
2.67E-05,0,-0.0024,
2.68E-05,0,-0.0016,
2.68E-05,0,0.0024,
2.69E-05,0,-0.0032,
2.69E-05,0,-0.0016,
2.70E-05,0,-0.0016,
2.70E-05,0,-0.0024,
2.71E-05,0,-0.0024,
2.71E-05,0,0,
2.72E-05,0,0,
2.72E-05,0,-0.0032,
2.73E-05,0,0,
2.73E-05,0,-0.0048,
2.74E-05,0,0,
2.74E-05,0,-0.0016,
2.75E-05,0,0,
2.75E-05,0,-0.0064,
2.76E-05,0,-0.0016,
2.76E-05,0,-0.0016,
2.77E-05,0,-0.0048,
2.77E-05,0,-0.0016,
2.78E-05,0,-0.004,
2.78E-05,0,-0.0024,
2.79E-05,0,-0.0024,
2.79E-05,0,0,
2.80E-05,0,-0.0032,
2.80E-05,0,0,
2.81E-05,0,-0.0024,
2.81E-05,0,-0.0024,
2.82E-05,0,-0.0016,
2.82E-05,0,-0.0016,
2.83E-05,0,-0.0016,
2.83E-05,0,-0.0024,
2.84E-05,0,-0.0016,
2.84E-05,0,-0.0016,
2.85E-05,0,-0.0016,
2.85E-05,0,0,
2.86E-05,0,-0.0048,
2.86E-05,0,-0.0024,
2.87E-05,0,-0.0024,
2.87E-05,0,-0.0016,
2.88E-05,0,-0.0024,
2.88E-05,0,-0.0016,
2.89E-05,0,-0.0048,
2.89E-05,0,-0.0024,
2.90E-05,0,-0.0032,
2.90E-05,0,0,
2.91E-05,0,-0.0016,
2.91E-05,0,-0.0024,
2.92E-05,0,0,
2.92E-05,0,0,
2.93E-05,0,-0.0016,
2.93E-05,0,-0.012,
2.94E-05,0,0.0128,
2.94E-05,0,-0.0152,
2.95E-05,0,0.0048,
2.95E-05,0,-0.0016,
2.96E-05,0,-0.0016,
2.96E-05,0,-0.0016,
2.97E-05,0,-0.0024,
2.97E-05,0,-0.0048,
2.98E-05,0,0,
2.98E-05,0,-0.0032,
2.99E-05,0,0.0048,
2.99E-05,0,-0.0096,
3.00E-05,0,0,
3.00E-05,0,-0.0024,
3.01E-05,0,-0.004,
3.01E-05,0,0,
3.02E-05,0,-0.0016,
3.02E-05,0,-0.0024,
3.03E-05,0,-0.0016,
3.03E-05,0,-0.0016,
3.04E-05,0,0,
3.04E-05,0,0,
3.05E-05,0,0,
3.05E-05,0,0,
3.06E-05,0,-0.0024,
3.06E-05,0,0,
3.07E-05,0,-0.0032,
3.07E-05,0,-0.004,
3.08E-05,0,0,
3.08E-05,0,-0.0032,
3.09E-05,0,0,
3.09E-05,0,-0.0024,
3.10E-05,0,-0.0048,
3.10E-05,0,-0.0024,
3.11E-05,0,-0.0024,
3.11E-05,0,-0.0024,
3.12E-05,0,0,
3.12E-05,0,-0.0032,
3.13E-05,0,-0.0024,
3.13E-05,0,-0.004,
3.14E-05,0,0,
3.14E-05,0,0,
3.15E-05,0,0,
3.15E-05,0,-0.0024,
3.16E-05,0,0,
3.16E-05,0,0,
3.17E-05,0,-0.0024,
3.17E-05,0,-0.0016,
3.18E-05,0,0,
3.18E-05,0,-0.004,
3.19E-05,0,-0.0016,
3.19E-05,0,-0.0032,
3.20E-05,0,0,
3.20E-05,0,-0.0056,
3.21E-05,0,-0.0024,
3.21E-05,0,-0.0048,
3.22E-05,0,-0.0032,
3.22E-05,0,-0.0016,
3.23E-05,0,0,
3.23E-05,0,-0.0056,
3.24E-05,0,-0.0024,
3.24E-05,0,0,
3.25E-05,0,-0.0048,
3.25E-05,0,-0.0032,
3.26E-05,0,-0.0016,
3.26E-05,0,-0.004,
3.27E-05,0,0,
3.27E-05,0,0,
3.28E-05,0,-0.0016,
3.28E-05,0,0,
3.29E-05,0,-0.004,
3.29E-05,0,0,
3.30E-05,0,-0.0032,
3.30E-05,0,0,
3.31E-05,0,-0.0032,
3.31E-05,0,-0.0024,
3.32E-05,0,-0.004,
3.32E-05,0,-0.0024,
3.33E-05,0,0,
3.33E-05,0,-0.0024,
3.34E-05,0,-0.0016,
3.34E-05,0,-0.0048,
3.35E-05,0,-0.0024,
3.35E-05,0,-0.0024,
3.36E-05,0,0,
3.36E-05,0,-0.0016,
3.37E-05,0,-0.0024,
3.37E-05,0,-0.0016,
3.38E-05,0,-0.0016,
3.38E-05,0,0,
3.39E-05,0,-0.0016,
3.39E-05,0,-0.0016,
3.40E-05,0,-0.0016,
3.40E-05,0,0.0016,
3.41E-05,0,-0.0032,
3.41E-05,0,0,
3.42E-05,0,-0.0016,
3.42E-05,0,-0.004,
3.43E-05,0,0,
3.43E-05,0,0,
3.44E-05,0,-0.0032,
3.44E-05,0,0.0064,
3.45E-05,0,-0.008,
3.45E-05,0,-0.008,
3.46E-05,0,0.0048,
3.46E-05,0,-0.0024,
3.47E-05,0.04,0,
3.47E-05,0,-0.008,
3.48E-05,0,0.004,
3.48E-05,0,-0.0048,
3.49E-05,0,-0.0096,
3.49E-05,0,0.008,
3.50E-05,0,-0.0032,
3.50E-05,0,-0.008,
3.51E-05,0,0.0032,
3.51E-05,0,-0.0024,
3.52E-05,0,-0.0024,
3.52E-05,0,0,
3.53E-05,0,0.0016,
3.53E-05,0,-0.0048,
3.54E-05,0,-0.0048,
3.54E-05,0,-0.0024,
3.55E-05,0,-0.0048,
3.55E-05,0,-0.0024,
3.56E-05,0,0.0024,
3.56E-05,0,0,
3.57E-05,0,-0.0056,
3.57E-05,0,0,
3.58E-05,0,-0.0048,
3.58E-05,0,0,
3.59E-05,0,-0.0032,
3.59E-05,0,0.004,
3.60E-05,0,-0.0048,
3.60E-05,0,0.0024,
3.61E-05,0,-0.0032,
3.61E-05,0,-0.0024,
3.62E-05,0,-0.0016,
3.62E-05,0,0,
3.63E-05,0,-0.0048,
3.63E-05,0,0.0016,
3.64E-05,0,-0.0032,
3.64E-05,0,0.0016,
3.65E-05,0,-0.0048,
3.65E-05,0,0,
3.66E-05,0,-0.0024,
3.66E-05,0,-0.0016,
3.67E-05,0,-0.0016,
3.67E-05,0,-0.0024,
3.68E-05,0,-0.0024,
3.68E-05,0,-0.0024,
3.69E-05,0,-0.0032,
3.69E-05,0,-0.0016,
3.70E-05,0,-0.0024,
3.70E-05,0,-0.0016,
3.71E-05,0,0,
3.71E-05,0,-0.0024,
3.72E-05,0,-0.0032,
3.72E-05,0,0,
3.73E-05,0,-0.0024,
3.73E-05,0,0,
3.74E-05,0,-0.0024,
3.74E-05,0,0,
3.75E-05,0,-0.0024,
3.75E-05,0,-0.0024,
3.76E-05,0,0,
3.76E-05,0,-0.0024,
3.77E-05,0,0,
3.77E-05,0,-0.0024,
3.78E-05,0,-0.0016,
3.78E-05,0,-0.0016,
3.79E-05,0,0,
3.79E-05,0,-0.0056,
3.80E-05,0,0,
3.80E-05,0,-0.0048,
3.81E-05,0,0,
3.81E-05,0,-0.0048,
3.82E-05,0,0,
3.82E-05,0,-0.0024,
3.83E-05,0,-0.0024,
3.83E-05,0,-0.0024,
3.84E-05,0,-0.0024,
3.84E-05,0,0,
3.85E-05,0,-0.0024,
3.85E-05,0,0,
3.86E-05,0,-0.0016,
3.86E-05,0,-0.0016,
3.87E-05,0,-0.0024,
3.87E-05,0,-0.0024,
3.88E-05,0,0,
3.88E-05,0,-0.0024,
3.89E-05,0,0,
3.89E-05,0,-0.0032,
3.90E-05,0,-0.0016,
3.90E-05,0,-0.0016,
3.91E-05,0,-0.0024,
3.91E-05,0,-0.0024,
3.92E-05,0,-0.0024,
3.92E-05,0,0,
3.93E-05,0,-0.0032,
3.93E-05,0,0,
3.94E-05,0,-0.0016,
3.94E-05,0,-0.0016,
3.95E-05,0,0,
3.95E-05,0,-0.0024,
3.96E-05,0,0,
3.96E-05,0,0,
3.97E-05,0,-0.0032,
3.97E-05,0,0.0032,
3.98E-05,0,-0.0056,
3.98E-05,0,0.004,
3.99E-05,0,-0.0032,
3.99E-05,0,-0.0024,
4.00E-05,0,0,
4.00E-05,0,-0.0024,
4.01E-05,0,-0.0032,
4.01E-05,0,0,
4.02E-05,0,-0.0096,
4.02E-05,0,0.0064,
4.03E-05,0,-0.0056,
4.03E-05,0,-0.0048,
4.04E-05,0,0,
4.04E-05,0,-0.0024,
4.05E-05,0,0,
4.05E-05,0,-0.0032,
4.06E-05,0,-0.0024,
4.06E-05,0,-0.0016,
4.07E-05,0,-0.0016,
4.08E-05,0,0,
4.08E-05,0,0,
4.09E-05,0,-0.0024,
4.09E-05,0,0,
4.10E-05,0,-0.0048,
4.10E-05,0,0,
4.11E-05,0,0.0032,
4.11E-05,0,-0.0048,
4.12E-05,0,-0.0016,
4.12E-05,0,-0.0032,
4.13E-05,0,0,
4.13E-05,0.04,-0.0024,
4.14E-05,0,-0.0024,
4.14E-05,0,-0.0016,
4.15E-05,0,-0.0032,
4.15E-05,0,-0.0024,
4.16E-05,0,-0.0024,
4.16E-05,0,-0.0024,
4.17E-05,0,-0.0016,
4.17E-05,0,-0.0032,
4.18E-05,0,-0.0024,
4.18E-05,0,-0.0016,
4.19E-05,0.04,0,
4.19E-05,0,-0.0016,
4.20E-05,0,-0.0032,
4.20E-05,0,-0.0016,
4.21E-05,0.04,0,
4.21E-05,0,0,
4.22E-05,0,-0.0032,
4.22E-05,0,0,
4.23E-05,0,-0.0048,
4.23E-05,0,0.0016,
4.24E-05,0,-0.0056,
4.24E-05,0,0,
4.25E-05,0,-0.0032,
4.25E-05,0,-0.0016,
4.26E-05,0,-0.0032,
4.26E-05,0,-0.0016,
4.27E-05,0,-0.0016,
4.27E-05,0,-0.0024,
4.28E-05,0.04,-0.0024,
4.28E-05,0,-0.0024,
4.29E-05,0,-0.0016,
4.29E-05,0,-0.0024,
4.30E-05,0,0,
4.30E-05,0,-0.0032,
4.31E-05,0,0,
4.31E-05,0,-0.0024,
4.32E-05,0,-0.0016,
4.32E-05,0,-0.0016,
4.33E-05,0,0,
4.33E-05,0,-0.0032,
4.34E-05,0,-0.0016,
4.34E-05,0,-0.0016,
4.35E-05,0,-0.0016,
4.35E-05,0,-0.0016,
4.36E-05,0,-0.0032,
4.36E-05,0,-0.0064,
4.37E-05,0,0.0064,
4.37E-05,0,-0.0176,
4.38E-05,0,0.0136,
4.38E-05,0,-0.0096,
4.39E-05,0,-0.0024,
4.39E-05,0,0.0016,
4.40E-05,0,-0.0112,
4.40E-05,0,0.008,
4.41E-05,0,-0.0032,
4.41E-05,0,-0.0048,
4.42E-05,0,0,
4.42E-05,0,-0.0064,
4.43E-05,0,0.0048,
4.43E-05,0,-0.0056,
4.44E-05,0,-0.0016,
4.44E-05,0,0,
4.45E-05,0,-0.0056,
4.45E-05,0,0,
4.46E-05,0,0,
4.46E-05,0,-0.0032,
4.47E-05,0,0.0016,
4.47E-05,0,-0.0088,
4.48E-05,0,0.0032,
4.48E-05,0,-0.0056,
4.49E-05,0,0.0016,
4.49E-05,0,-0.0024,
4.50E-05,0,-0.0024,
4.50E-05,0,-0.0032,
4.51E-05,0,0,
4.51E-05,0,-0.0016,
4.52E-05,0,-0.0016,
4.52E-05,0,-0.0016,
4.53E-05,0,-0.0016,
4.53E-05,0,0,
4.54E-05,0,0,
4.54E-05,0,0.0016,
4.55E-05,0,0,
4.55E-05,0,-0.0024,
4.56E-05,0,-0.0016,
4.56E-05,0,-0.0016,
4.57E-05,0,0,
4.57E-05,0,-0.0032,
4.58E-05,0,-0.0016,
4.58E-05,0,0,
4.59E-05,0.04,0.0032,
4.59E-05,0,0.0016,
4.60E-05,0,-0.0048,
4.60E-05,0,-0.0016,
4.61E-05,0,0.0024,
4.61E-05,0,-0.004,
4.62E-05,0,0.004,
4.62E-05,0,-0.0032,
4.63E-05,0,0,
4.63E-05,0,0,
4.64E-05,0,-0.0024,
4.64E-05,0.04,0,
4.65E-05,0.04,-0.0024,
4.65E-05,0.04,0,
4.66E-05,0.04,-0.0032,
4.66E-05,0.04,0,
4.67E-05,0.04,0.0016,
4.67E-05,0.04,0,
