time,ch1,ch2,,,,
4.40E-06,0,0.002,,,,
4.50E-06,0,0,,,,
4.50E-06,0,0,,,,
4.60E-06,0,0,,,,
4.60E-06,0,0,,,,
4.70E-06,0,0,,,,
4.70E-06,0,0,,,,
4.80E-06,0,-0.002,,,,
4.80E-06,0,0,,,,
4.90E-06,0,0,,,,
4.90E-06,0,-0.004,,,,
5.00E-06,0,0.002,,,,
5.00E-06,0,-0.004,,,,
5.10E-06,0,0,,,,
5.10E-06,0,0,,,,
5.20E-06,0,-0.004,,,,
5.20E-06,0,0.002,,,,
5.30E-06,0,-0.002,,,,
5.30E-06,0,-0.004,,,,
5.40E-06,0,0.002,,,,
5.40E-06,0,0,,,,
5.50E-06,0,-0.004,,,,
5.50E-06,0,0.002,,,,
5.60E-06,0,-0.004,,,,
5.60E-06,0,0,,,,
5.70E-06,0,0.002,,,,
5.70E-06,0,-0.004,,,,
5.80E-06,0,0,,,,
5.80E-06,0,0,,,,
5.90E-06,0,-0.006,,,,
5.90E-06,0,0.002,,,,
6.00E-06,0,-0.004,,,,
6.00E-06,0,0,,,,
6.10E-06,0,0,,,,
6.10E-06,0,0,,,,
6.20E-06,0,-0.004,,,,
6.20E-06,0,0.002,,,,
6.30E-06,0,-0.004,,,,
6.30E-06,0,0,,,,
6.40E-06,0,0,,,,
6.40E-06,0,0,,,,
6.50E-06,0,0.002,,,,
6.50E-06,0,0,,,,
6.60E-06,0,0,,,,
6.60E-06,0,0,,,,
6.70E-06,0,0,,,,
6.70E-06,0,-0.004,,,,
6.80E-06,0,0,,,,
6.80E-06,0,0,,,,
6.90E-06,0,-0.002,,,,
6.90E-06,0,0,,,,
7.00E-06,0,-0.002,,,,
7.00E-06,0,0,,,,
7.10E-06,0,-0.002,,,,
7.10E-06,0.04,-0.002,,,,
7.20E-06,0,0,,,,
7.20E-06,0,0,,,,
7.30E-06,0,0,,,,
7.30E-06,0,-0.004,,,,
7.40E-06,0,0,,,,
7.40E-06,0,-0.002,,,,
7.50E-06,0,0,,,,
7.50E-06,0,0,,,,
7.60E-06,0,0,,,,
7.60E-06,0,0,,,,
7.70E-06,0,0,,,,
7.70E-06,0,-0.004,,,,
7.80E-06,0,-0.002,,,,
7.80E-06,0,0,,,,
7.90E-06,0,-0.004,,,,
7.90E-06,0,0,,,,
8.00E-06,0,-0.004,,,,
8.00E-06,0,0,,,,
8.10E-06,0,-0.004,,,,
8.10E-06,0,-0.002,,,,
8.20E-06,0,-0.004,,,,
8.20E-06,0,0,,,,
8.30E-06,0,0,,,,
8.30E-06,0,0,,,,
8.40E-06,0,-0.002,,,,
8.40E-06,0,-0.004,,,,
8.50E-06,0,0,,,,
8.50E-06,0,0,,,,
8.60E-06,0,0,,,,
8.60E-06,0,0.002,,,,
8.70E-06,0,0,,,,
8.70E-06,0,-0.002,,,,
8.80E-06,0,-0.004,,,,
8.80E-06,0,0,,,,
8.90E-06,0,0,,,,
8.90E-06,0,0.002,,,,
9.00E-06,0,-0.002,,,,
9.00E-06,0,0,,,,
9.10E-06,0,-0.004,,,,
9.10E-06,0,-0.004,,,,
9.20E-06,0,0,,,,
9.20E-06,0,0,,,,
9.30E-06,0,0,,,,
9.30E-06,0,-0.004,,,,
9.40E-06,0,-0.004,,,,
9.40E-06,0,0,,,,
9.50E-06,0,0,,,,
9.50E-06,0,0,,,,
9.60E-06,0,0,,,,
9.60E-06,0,0,,,,
9.70E-06,0,-0.002,,,,
9.70E-06,0,0,,,,
9.80E-06,0,-0.004,,,,
9.80E-06,0,0,,,,
9.90E-06,0,0,,,,
9.90E-06,0,0,,,,
1.00E-05,0,0,,,,
1.00E-05,0,-0.002,,,,
1.01E-05,0,-0.004,,,,
1.01E-05,0,-0.002,,,,
1.02E-05,0,-0.002,,,,
1.02E-05,0,-0.004,,,,
1.03E-05,0,-0.006,,,,
1.03E-05,0,0.004,,,,
1.04E-05,0,-0.006,,,,
1.04E-05,0,0,,,,
1.05E-05,0,-0.004,,,,
1.05E-05,0,-0.004,,,,
1.06E-05,0,-0.006,,,,
1.06E-05,0,0.002,,,,
1.07E-05,0,-0.006,,,,
1.07E-05,0,0.002,,,,
1.08E-05,0,-0.004,,,,
1.08E-05,0,0.002,,,,
1.09E-05,0,-0.004,,,,
1.09E-05,0,0.002,,,,
1.10E-05,0,-0.004,,,,
1.10E-05,0,0.002,,,,
1.11E-05,0,0.002,,,,
1.11E-05,0,0,,,,
1.12E-05,0,0,,,,
1.12E-05,0,0.002,,,,
1.13E-05,0,0.002,,,,
1.13E-05,0,0,,,,
1.14E-05,0,0.002,,,,
1.14E-05,0,0.002,,,,
1.15E-05,0,-0.002,,,,
1.15E-05,0,0.002,,,,
1.16E-05,0,-0.004,,,,
1.16E-05,0,0,,,,
1.17E-05,0,-0.004,,,,
1.17E-05,0,-0.004,,,,
1.18E-05,0,-0.002,,,,
1.18E-05,0,0,,,,
1.19E-05,0,0,,,,
1.19E-05,0,-0.002,,,,
1.20E-05,0,-0.004,,,,
1.20E-05,0,0,,,,
1.21E-05,0,0.002,,,,
1.21E-05,0,-0.004,,,,
1.22E-05,0,0,,,,
1.22E-05,0,-0.002,,,,
1.23E-05,0,0,,,,
1.23E-05,0,0,,,,
1.24E-05,0,0.002,,,,
1.24E-05,0,-0.004,,,,
1.25E-05,0,0,,,,
1.25E-05,0,-0.004,,,,
1.26E-05,0,-0.004,,,,
1.26E-05,0,-0.004,,,,
1.27E-05,0,0,,,,
1.27E-05,0,-0.004,,,,
1.28E-05,0,0,,,,
1.28E-05,0,-0.004,,,,
1.29E-05,0,-0.004,,,,
1.29E-05,0,0,,,,
1.30E-05,0,0,,,,
1.30E-05,0,-0.006,,,,
1.31E-05,0,0,,,,
1.31E-05,0,-0.004,,,,
1.32E-05,0,0.002,,,,
1.32E-05,0,-0.004,,,,
1.33E-05,0,0,,,,
1.33E-05,0,-0.002,,,,
1.34E-05,0,0.002,,,,
1.34E-05,0,0,,,,
1.35E-05,0,0,,,,
1.35E-05,0,0,,,,
1.36E-05,0,0,,,,
1.36E-05,0,-0.002,,,,
1.37E-05,0,0.004,,,,
1.37E-05,0,-0.004,,,,
1.38E-05,0,0.002,,,,
1.38E-05,0,-0.004,,,,
1.39E-05,0,0,,,,
1.39E-05,0,-0.002,,,,
1.40E-05,0,0,,,,
1.40E-05,0,-0.004,,,,
1.41E-05,0,0,,,,
1.41E-05,0,-0.002,,,,
1.42E-05,0,-0.004,,,,
1.42E-05,0,0,,,,
1.43E-05,0,0,,,,
1.43E-05,0,0,,,,
1.44E-05,0,-0.002,,,,
1.44E-05,0,0,,,,
1.45E-05,0,0,,,,
1.45E-05,0,0,,,,
1.46E-05,0,0,,,,
1.46E-05,0,-0.004,,,,
1.47E-05,0,-0.002,,,,
1.47E-05,0,0,,,,
1.48E-05,0,0.004,,,,
1.48E-05,0,-0.004,,,,
1.49E-05,0,0,,,,
1.49E-05,0,-0.006,,,,
1.50E-05,0,-0.004,,,,
1.50E-05,0,-0.002,,,,
1.51E-05,0,0.002,,,,
1.51E-05,0,-0.004,,,,
1.52E-05,0,-0.004,,,,
1.52E-05,0,-0.004,,,,
1.53E-05,0,0,,,,
1.53E-05,0,0.002,,,,
1.54E-05,0,0.002,,,,
1.54E-05,0,-0.004,,,,
1.55E-05,0,-0.004,,,,
1.55E-05,0,0,,,,
1.56E-05,0,0,,,,
1.56E-05,0,0,,,,
1.57E-05,0,0,,,,
1.57E-05,0.04,-0.002,,,,
1.58E-05,0,0,,,,
1.58E-05,0,-0.004,,,,
1.59E-05,0,0.002,,,,
1.59E-05,0,0,,,,
1.60E-05,0,-0.004,,,,
1.60E-05,0,0,,,,
1.61E-05,0,0.002,,,,
1.61E-05,0,-0.004,,,,
1.62E-05,0,0,,,,
1.62E-05,0,0,,,,
1.63E-05,0,-0.002,,,,
1.63E-05,0,0,,,,
1.64E-05,0.04,0,,,,
1.64E-05,0,0,,,,
1.65E-05,0,-0.004,,,,
1.65E-05,0,-0.002,,,,
1.66E-05,0,0,,,,
1.66E-05,0,0.002,,,,
1.67E-05,0,0.002,,,,
1.67E-05,0,0,,,,
1.68E-05,0,-0.002,,,,
1.68E-05,0,0.002,,,,
1.69E-05,0,0,,,,
1.69E-05,0,0,,,,
1.70E-05,0,-0.004,,,,
1.70E-05,0,0,,,,
1.71E-05,0,-0.004,,,,
1.71E-05,0,-0.004,,,,
1.72E-05,0,0,,,,
1.72E-05,0,-0.006,,,,
1.73E-05,0,0,,,,
1.73E-05,0,-0.006,,,,
1.74E-05,0,0,,,,
1.74E-05,0,-0.004,,,,
1.75E-05,0,0,,,,
1.75E-05,0,-0.002,,,,
1.76E-05,0,-0.002,,,,
1.76E-05,0,0,,,,
1.77E-05,0,-0.002,,,,
1.77E-05,0,0,,,,
1.78E-05,0,0,,,,
1.78E-05,0,-0.004,,,,
1.79E-05,0,0,,,,
1.79E-05,0,0,,,,
1.80E-05,0,-0.002,,,,
1.80E-05,0,0,,,,
1.81E-05,0,-0.004,,,,
1.81E-05,0,-0.002,,,,
1.82E-05,0,-0.004,,,,
1.82E-05,0,0,,,,
1.83E-05,0,0,,,,
1.83E-05,0,-0.002,,,,
1.84E-05,0,0,,,,
1.84E-05,0,-0.002,,,,
1.85E-05,0,0.002,,,,
1.85E-05,0,-0.004,,,,
1.86E-05,0,0,,,,
1.86E-05,0,0.002,,,,
1.87E-05,0,0,,,,
1.87E-05,0,0,,,,
1.88E-05,0,0,,,,
1.88E-05,0,0.002,,,,
1.89E-05,0,-0.004,,,,
1.89E-05,0,0,,,,
1.90E-05,0,-0.006,,,,
1.90E-05,0,0.002,,,,
1.91E-05,0,-0.002,,,,
1.91E-05,0,0,,,,
1.92E-05,0,-0.006,,,,
1.92E-05,0,0.002,,,,
1.93E-05,0,0,,,,
1.93E-05,0,-0.004,,,,
1.94E-05,0,0,,,,
1.94E-05,0,-0.004,,,,
1.95E-05,0,-0.004,,,,
1.95E-05,0,0,,,,
1.96E-05,0,0,,,,
1.96E-05,0,-0.002,,,,
1.97E-05,0,0,,,,
1.97E-05,0,-0.004,,,,
1.98E-05,0,-0.004,,,,
1.98E-05,0,0,,,,
1.99E-05,0,0,,,,
1.99E-05,0,-0.002,,,,
2.00E-05,0,0,,,,
2.00E-05,0,0,,,,
2.01E-05,0,0,,,,
2.01E-05,0,0,,,,
2.02E-05,0,0,,,,
2.02E-05,0,-0.002,,,,
2.03E-05,0,0,,,,
2.03E-05,0,-0.002,,,,
2.04E-05,0,0,,,,
2.04E-05,0,-0.004,,,,
2.05E-05,0,-0.004,,,,
2.05E-05,0,0,,,,
2.06E-05,0,0,,,,
2.06E-05,0,-0.002,,,,
2.07E-05,0,0.002,,,,
2.07E-05,0,-0.004,,,,
2.08E-05,0,0,,,,
2.08E-05,0,0,,,,
2.09E-05,0.04,0.002,,,,
2.09E-05,0,0,,,,
2.10E-05,0,0,,,,
2.10E-05,0,-0.004,,,,
2.11E-05,0,0,,,,
2.11E-05,0,0,,,,
2.12E-05,0,0,,,,
2.12E-05,0,0,,,,
2.13E-05,0,0,,,,
2.13E-05,0,0,,,,
2.14E-05,0,-0.002,,,,
2.14E-05,0,0.002,,,,
2.15E-05,0,0,,,,
2.15E-05,0.04,0,,,,
2.16E-05,0,-0.004,,,,
2.16E-05,0,0.002,,,,
2.17E-05,0,0,,,,
2.17E-05,0,0,,,,
2.18E-05,0,0,,,,
2.18E-05,0,-0.004,,,,
2.19E-05,0,-0.002,,,,
2.19E-05,0,0,,,,
2.20E-05,0,0,,,,
2.20E-05,0,-0.004,,,,
2.21E-05,0,0,,,,
2.21E-05,0,-0.004,,,,
2.22E-05,0,0,,,,
2.22E-05,0,-0.004,,,,
2.23E-05,0,0,,,,
2.23E-05,0,-0.002,,,,
2.24E-05,0,-0.002,,,,
2.24E-05,0,-0.002,,,,
2.25E-05,0,-0.004,,,,
2.25E-05,0.04,0.002,,,,
2.26E-05,0,0.002,,,,
2.26E-05,0,-0.006,,,,
2.27E-05,0,-0.004,,,,
2.27E-05,0,0,,,,
2.28E-05,0,0.002,,,,
2.28E-05,0,0,,,,
2.29E-05,0,-0.006,,,,
2.29E-05,0,-0.004,,,,
2.30E-05,0,0.002,,,,
2.30E-05,0,0,,,,
2.31E-05,0,0,,,,
2.31E-05,0,-0.004,,,,
2.32E-05,0,0,,,,
2.32E-05,0,0,,,,
2.33E-05,0,0,,,,
2.33E-05,0,0,,,,
2.34E-05,0,0.004,,,,
2.34E-05,0,0.002,,,,
2.35E-05,0,-0.004,,,,
2.35E-05,0,0.002,,,,
2.36E-05,0,0,,,,
2.36E-05,0,0.002,,,,
2.37E-05,0,0,,,,
2.37E-05,0,-0.004,,,,
2.38E-05,0,-0.004,,,,
2.38E-05,0,0,,,,
2.39E-05,0,0.002,,,,
2.39E-05,0,-0.002,,,,
2.40E-05,0,-0.006,,,,
2.40E-05,0,0.002,,,,
2.41E-05,0,-0.004,,,,
2.41E-05,0,0,,,,
2.42E-05,0,0,,,,
2.42E-05,0.04,-0.004,,,,
2.43E-05,0,-0.004,,,,
2.43E-05,0,0.002,,,,
2.44E-05,0,-0.002,,,,
2.44E-05,0,0.002,,,,
2.45E-05,0,-0.002,,,,
2.45E-05,0,-0.004,,,,
2.46E-05,0,0,,,,
2.46E-05,0,0,,,,
2.47E-05,0,0,,,,
2.47E-05,0,0,,,,
2.48E-05,0,-0.004,,,,
2.48E-05,0,-0.002,,,,
2.49E-05,0,0,,,,
2.49E-05,0,-0.002,,,,
2.50E-05,0,0,,,,
2.50E-05,0,-0.002,,,,
2.51E-05,0,-0.004,,,,
2.51E-05,0,0,,,,
2.52E-05,0.04,-0.004,,,,
2.52E-05,0,0,,,,
2.53E-05,0,-0.004,,,,
2.53E-05,0,0,,,,
2.54E-05,0,-0.004,,,,
2.54E-05,0,0.002,,,,
2.55E-05,0,0,,,,
2.55E-05,0,0.002,,,,
2.56E-05,0,-0.004,,,,
2.56E-05,0,0.002,,,,
2.57E-05,0,0.002,,,,
2.57E-05,0,-0.002,,,,
2.58E-05,0,0,,,,
2.58E-05,0,0.002,,,,
2.59E-05,0,-0.004,,,,
2.59E-05,0,0.004,,,,
2.60E-05,0,0,,,,
2.60E-05,0,0.002,,,,
2.61E-05,0,-0.004,,,,
2.61E-05,0,0,,,,
2.62E-05,0,-0.006,,,,
2.62E-05,0,0.002,,,,
2.63E-05,0,-0.004,,,,
2.63E-05,0,0,,,,
2.64E-05,0,-0.006,,,,
2.64E-05,0,0,,,,
2.65E-05,0,0,,,,
2.65E-05,0,0,,,,
2.66E-05,0.04,-0.002,,,,
2.66E-05,0,0,,,,
2.67E-05,0,0,,,,
2.67E-05,0,0,,,,
2.68E-05,0,0.002,,,,
2.68E-05,0,-0.002,,,,
2.69E-05,0,0.002,,,,
2.69E-05,0,0,,,,
2.70E-05,0,-0.004,,,,
2.70E-05,0,0.002,,,,
2.71E-05,0,-0.004,,,,
2.71E-05,0,0,,,,
2.72E-05,0,-0.004,,,,
2.72E-05,0,0,,,,
2.73E-05,0,-0.004,,,,
2.73E-05,0,0,,,,
2.74E-05,0,0,,,,
2.74E-05,0,-0.002,,,,
2.75E-05,0,0,,,,
2.75E-05,0,-0.004,,,,
2.76E-05,0,0,,,,
2.76E-05,0,0,,,,
2.77E-05,0,-0.004,,,,
2.77E-05,0.04,-0.004,,,,
2.78E-05,0,0,,,,
2.78E-05,0,0,,,,
2.79E-05,0,0,,,,
2.79E-05,0,0,,,,
2.80E-05,0,-0.002,,,,
2.80E-05,0,0.002,,,,
2.81E-05,0,0.002,,,,
2.81E-05,0,-0.002,,,,
2.82E-05,0,0.002,,,,
2.82E-05,0,0,,,,
2.83E-05,0,0,,,,
2.83E-05,0,0,,,,
2.84E-05,0,0,,,,
2.84E-05,0,0,,,,
2.85E-05,0,0,,,,
2.85E-05,0,-0.002,,,,
2.86E-05,0,0,,,,
2.86E-05,0,-0.004,,,,
2.87E-05,0,-0.006,,,,
2.87E-05,0,0.006,,,,
2.88E-05,0,-0.006,,,,
2.88E-05,0,0.002,,,,
2.89E-05,0,-0.004,,,,
2.89E-05,0,0,,,,
2.90E-05,0,0.004,,,,
2.90E-05,0,-0.002,,,,
2.91E-05,0,-0.004,,,,
2.91E-05,0,0,,,,
2.92E-05,0,0,,,,
2.92E-05,0,0,,,,
2.93E-05,0,0,,,,
2.93E-05,0,0,,,,
2.94E-05,0.04,-0.004,,,,
2.94E-05,0,-0.004,,,,
2.95E-05,0,-0.004,,,,
2.95E-05,0.04,0,,,,
2.96E-05,0,-0.004,,,,
2.96E-05,0,0.002,,,,
2.97E-05,0,-0.004,,,,
2.97E-05,0,0,,,,
2.98E-05,0,0,,,,
2.98E-05,0,0,,,,
2.99E-05,0,0.002,,,,
2.99E-05,0,-0.004,,,,
3.00E-05,0,0,,,,
3.00E-05,0,0,,,,
3.01E-05,0,0,,,,
3.01E-05,0,-0.004,,,,
3.02E-05,0,0,,,,
3.02E-05,0,-0.004,,,,
3.03E-05,0,0.002,,,,
3.03E-05,0,-0.006,,,,
3.04E-05,0,0.004,,,,
3.04E-05,0,-0.004,,,,
3.05E-05,0,0,,,,
3.05E-05,0,-0.004,,,,
3.06E-05,0,0,,,,
3.06E-05,0,-0.002,,,,
3.07E-05,0,0,,,,
3.07E-05,0,0,,,,
3.08E-05,0,-0.004,,,,
3.08E-05,0,0,,,,
3.09E-05,0,-0.002,,,,
3.09E-05,0,0,,,,
3.10E-05,0,0.002,,,,
3.10E-05,0,-0.002,,,,
3.11E-05,0,0,,,,
3.11E-05,0,0,,,,
3.12E-05,0,-0.002,,,,
3.12E-05,0,0,,,,
3.13E-05,0,0,,,,
3.13E-05,0,-0.004,,,,
3.14E-05,0,0,,,,
3.14E-05,0,-0.002,,,,
3.15E-05,0,0,,,,
3.15E-05,0,-0.002,,,,
3.16E-05,0,-0.002,,,,
3.16E-05,0,-0.002,,,,
3.17E-05,0,0,,,,
3.17E-05,0,-0.004,,,,
3.18E-05,0,0,,,,
3.18E-05,0,-0.002,,,,
3.19E-05,0,0,,,,
3.19E-05,0,-0.004,,,,
3.20E-05,0,0,,,,
3.20E-05,0,-0.004,,,,
3.21E-05,0,0.002,,,,
3.21E-05,0,-0.004,,,,
3.22E-05,0,0.002,,,,
3.22E-05,0,-0.002,,,,
3.23E-05,0,0,,,,
3.23E-05,0,-0.002,,,,
3.24E-05,0,0,,,,
3.24E-05,0,0,,,,
3.25E-05,0,0,,,,
3.25E-05,0,-0.002,,,,
3.26E-05,0,0,,,,
3.26E-05,0,-0.002,,,,
3.27E-05,0,0,,,,
3.27E-05,0,-0.002,,,,
3.28E-05,0,0,,,,
3.28E-05,0,-0.004,,,,
3.29E-05,0,-0.002,,,,
3.29E-05,0,-0.004,,,,
3.30E-05,0,0,,,,
3.30E-05,0,0,,,,
3.31E-05,0,0,,,,
3.31E-05,0,-0.002,,,,
3.32E-05,0,0.002,,,,
3.32E-05,0,0,,,,
3.33E-05,0,0,,,,
3.33E-05,0,0,,,,
3.34E-05,0,-0.002,,,,
3.34E-05,0,0.002,,,,
3.35E-05,0,0,,,,
3.35E-05,0,0,,,,
3.36E-05,0,-0.002,,,,
3.36E-05,0,0,,,,
3.37E-05,0,0,,,,
3.37E-05,0,-0.004,,,,
3.38E-05,0,0,,,,
3.38E-05,0,-0.004,,,,
3.39E-05,0,-0.002,,,,
3.39E-05,0,0,,,,
3.40E-05,0,-0.002,,,,
3.40E-05,0,-0.004,,,,
3.41E-05,0,-0.002,,,,
3.41E-05,0,0,,,,
3.42E-05,0,-0.002,,,,
3.42E-05,0,-0.002,,,,
3.43E-05,0,0,,,,
3.43E-05,0,-0.002,,,,
3.44E-05,0,0,,,,
3.44E-05,0,0,,,,
3.45E-05,0,0,,,,
3.45E-05,0,0,,,,
3.46E-05,0,0,,,,
3.46E-05,0,-0.004,,,,
3.47E-05,0,0.002,,,,
3.47E-05,0,-0.004,,,,
3.48E-05,0,0,,,,
3.48E-05,0,-0.002,,,,
3.49E-05,0,0.002,,,,
3.49E-05,0,-0.002,,,,
3.50E-05,0,0,,,,
3.50E-05,0,0,,,,
3.51E-05,0,-0.004,,,,
3.51E-05,0,0,,,,
3.52E-05,0,0,,,,
3.52E-05,0,-0.002,,,,
3.53E-05,0,0,,,,
3.53E-05,0,0,,,,
3.54E-05,0,-0.004,,,,
3.54E-05,0,0,,,,
3.55E-05,0,0,,,,
3.55E-05,0,-0.004,,,,
3.56E-05,0,0,,,,
3.56E-05,0,0,,,,
3.57E-05,0,-0.002,,,,
3.57E-05,0,0,,,,
3.58E-05,0,0,,,,
3.58E-05,0,0,,,,
3.59E-05,0,0.002,,,,
3.59E-05,0,0,,,,
3.60E-05,0,-0.002,,,,
3.60E-05,0,0.002,,,,
3.61E-05,0,-0.004,,,,
3.61E-05,0,-0.004,,,,
3.62E-05,0,-0.004,,,,
3.62E-05,0,-0.004,,,,
3.63E-05,0,0,,,,
3.63E-05,0,-0.004,,,,
3.64E-05,0,-0.002,,,,
3.64E-05,0,-0.004,,,,
3.65E-05,0,0,,,,
3.65E-05,0,-0.002,,,,
3.66E-05,0,0,,,,
3.66E-05,0,-0.004,,,,
3.67E-05,0,0,,,,
3.67E-05,0,-0.004,,,,
3.68E-05,0,0,,,,
3.68E-05,0,0,,,,
3.69E-05,0.04,0,,,,
3.69E-05,0,0.002,,,,
3.70E-05,0,-0.004,,,,
3.70E-05,0,0,,,,
3.71E-05,0,-0.004,,,,
3.71E-05,0,0,,,,
3.72E-05,0,0,,,,
3.72E-05,0,-0.002,,,,
3.73E-05,0,-0.002,,,,
3.73E-05,0,0,,,,
3.74E-05,0,-0.004,,,,
3.74E-05,0,-0.004,,,,
3.75E-05,0,0,,,,
3.75E-05,0,-0.002,,,,
3.76E-05,0,-0.004,,,,
3.76E-05,0,0,,,,
3.77E-05,0,0,,,,
3.77E-05,0,0,,,,
3.78E-05,0,0,,,,
3.78E-05,0,0,,,,
3.79E-05,0,0,,,,
3.79E-05,0,0,,,,
3.80E-05,0,0,,,,
3.80E-05,0,0,,,,
3.81E-05,0,0,,,,
3.81E-05,0,0,,,,
3.82E-05,0,0,,,,
3.82E-05,0,0,,,,
3.83E-05,0,0,,,,
3.83E-05,0,0,,,,
3.84E-05,0,0,,,,
3.84E-05,0,0,,,,
3.85E-05,0,0,,,,
3.85E-05,0,-0.004,,,,
3.86E-05,0,-0.002,,,,
3.86E-05,0,0,,,,
3.87E-05,0,-0.004,,,,
3.87E-05,0,0,,,,
3.88E-05,0,-0.004,,,,
3.88E-05,0,0,,,,
3.89E-05,0,-0.002,,,,
3.89E-05,0,0,,,,
3.90E-05,0,0,,,,
3.90E-05,0,0,,,,
3.91E-05,0,0,,,,
3.91E-05,0,0,,,,
3.92E-05,0,0,,,,
3.92E-05,0,-0.002,,,,
3.93E-05,0,0,,,,
3.93E-05,0,-0.002,,,,
3.94E-05,0,-0.002,,,,
3.94E-05,0,0,,,,
3.95E-05,0,0,,,,
3.95E-05,0,-0.002,,,,
3.96E-05,0,-0.002,,,,
3.96E-05,0,0,,,,
3.97E-05,0,-0.004,,,,
3.97E-05,0,0,,,,
3.98E-05,0,-0.004,,,,
3.98E-05,0,-0.002,,,,
3.99E-05,0,0,,,,
3.99E-05,0,0,,,,
4.00E-05,0,-0.004,,,,
4.00E-05,0,0.002,,,,
4.01E-05,0.04,0.004,,,,
4.01E-05,0,-0.002,,,,
4.02E-05,0.04,0.004,,,,
4.02E-05,0,0.002,,,,
4.03E-05,0,0,,,,
4.03E-05,0,0.004,,,,
4.04E-05,0.04,-0.004,,,,
4.04E-05,0,0.004,,,,
4.05E-05,0,-0.004,,,,
4.05E-05,0,0,,,,
4.06E-05,0,-0.004,,,,
4.06E-05,0,0.002,,,,
4.07E-05,0,-0.004,,,,
4.08E-05,0,0,,,,
4.08E-05,0,-0.006,,,,
4.09E-05,0,0.002,,,,
4.09E-05,0,0,,,,
4.10E-05,0,0,,,,
4.10E-05,0,-0.002,,,,
4.11E-05,0,0,,,,
4.11E-05,0,-0.002,,,,
4.12E-05,0,0,,,,
4.12E-05,0,0.002,,,,
4.13E-05,0,-0.002,,,,
4.13E-05,0,0.002,,,,
4.14E-05,0,0,,,,
4.14E-05,0,0,,,,
4.15E-05,0,0,,,,
4.15E-05,0,-0.004,,,,
4.16E-05,0,-0.002,,,,
4.16E-05,0,0.002,,,,
4.17E-05,0,-0.006,,,,
4.17E-05,0,0,,,,
4.18E-05,0,0,,,,
4.18E-05,0,-0.004,,,,
4.19E-05,0,-0.004,,,,
4.19E-05,0,0.002,,,,
4.20E-05,0,-0.004,,,,
4.20E-05,0,0,,,,
4.21E-05,0,-0.004,,,,
4.21E-05,0,-0.004,,,,
4.22E-05,0,-0.002,,,,
4.22E-05,0,0,,,,
4.23E-05,0,0,,,,
4.23E-05,0,-0.002,,,,
